points0.pts
zone0.inf
 66 136
 31
HK_QA0
HK_QA1
HK_QA2
HK_QA3
HK_QA4
HK_QA5
HK_QA6
HK_QA7
HK_QA8
HK_QA9
HK_QA10
HK_QA11
HK_QA12
HK_QA13
HK_QA14
HK_QA15
HK_QA16
HK_QA17
HK_QA18
HK_QA19
HK_QA20
HK_QA21
HK_QA22
HK_QA23
HK_QA24
HK_QA25
HK_QA26
HK_QA27
HK_QA28
HK_QA29
HK_QA30
 1524 1 14 0.00000000E+00 9 0.475726545 7 0.369801611 6 -4.77196835E-02 3 0.107841820 8 -1.63817927E-02 11 -1.54602975E-02 2 3.02354433E-03 5 8.03767587E-04 4 -6.91139698E-03 10 1.51269895E-03 13 8.62577409E-02 1 1.64500903E-02 12 1.12734158E-02 15 1.37819303E-02
 1526 1 14 0.00000000E+00 9 0.568492949 7 0.385438502 6 -3.88616920E-02 3 5.10108434E-02 8 -1.12171611E-02 11 -1.31992474E-02 5 7.90538033E-04 4 -3.50761577E-03 2 8.74376914E-04 10 1.47544255E-03 13 4.06897031E-02 1 6.92425063E-03 12 5.22187958E-03 15 5.86720742E-03
 1527 1 14 0.00000000E+00 9 0.629150271 7 0.364347845 6 -2.46001184E-02 8 -6.19304879E-03 11 -9.85760428E-03 3 2.23518815E-02 5 3.39745398E-04 4 -2.27710744E-03 10 1.17941212E-03 2 3.67111847E-04 13 1.70595739E-02 1 3.19414609E-03 12 2.37452402E-03 15 2.56336294E-03
 1528 1 15 0.00000000E+00 9 0.663275242 7 0.328200579 6 8.67712498E-03 8 2.42276583E-03 11 2.32286635E-03 5 -2.02859147E-03 3 -1.62716053E-04 10 -8.85357033E-04 4 -1.70656119E-03 2 -1.71791235E-05 13 -1.60999043E-04 1 2.85304501E-04 12 -4.08671214E-04 15 -1.26263316E-04 16 3.12451943E-04
 1529 1 14 0.00000000E+00 9 0.600967288 7 0.317081153 6 6.91275746E-02 8 1.73823480E-02 11 3.30005921E-02 5 -8.01198371E-03 10 -6.59350399E-03 3 -1.25243459E-02 4 -2.62509007E-03 2 -4.37552313E-04 13 -1.86439685E-03 1 -1.42999808E-03 12 -3.06440913E-03 15 -1.00769359E-03
 1536 1 14 0.00000000E+00 8 0.337957293 6 0.280266643 11 0.286240280 10 -2.41319332E-02 9 0.150155693 7 4.33424637E-02 5 -2.56909598E-02 4 -1.34161012E-02 12 -2.24821772E-02 3 -1.69914141E-02 2 -6.88001805E-04 13 9.76418145E-03 1 -2.49915151E-03 15 -1.82681216E-03
 1537 1 14 0.00000000E+00 8 0.418257773 11 0.300084263 6 0.222913668 10 -4.67191217E-03 9 0.108548358 7 2.59287320E-02 5 -2.29309872E-02 4 -1.16946278E-02 12 -2.45204102E-02 3 -1.35706319E-02 2 -5.17555687E-04 13 6.62906142E-03 1 -2.34612310E-03 15 -2.10960559E-03
 1538 1 14 0.00000000E+00 8 0.494481891 11 0.297059894 10 3.37277278E-02 6 0.155065790 9 7.21037984E-02 7 1.47273159E-02 5 -2.17407532E-02 4 -8.93972814E-03 12 -2.53773015E-02 3 -9.63285565E-03 2 -3.40738334E-04 13 3.32396268E-03 1 -2.12794309E-03 15 -2.33106199E-03
 1539 1 14 0.00000000E+00 8 0.547284424 10 0.104608648 11 0.271607906 6 8.76432434E-02 9 4.19421196E-02 5 -2.12207753E-02 7 7.92301167E-03 12 -2.44684629E-02 4 -5.69845783E-03 3 -5.76269301E-03 2 -1.75306428E-04 13 4.61311254E-04 1 -1.78213743E-03 15 -2.36284849E-03
 1540 1 14 0.00000000E+00 8 0.542087376 10 0.227986023 11 0.221333057 6 3.46265696E-02 5 -1.75181609E-02 9 1.96230281E-02 7 3.78396059E-03 12 -2.13612448E-02 4 -2.91368179E-03 3 -2.78119999E-03 2 -6.72224414E-05 13 -1.47532998E-03 1 -1.23282406E-03 15 -2.09036120E-03
 1541 1 14 0.00000000E+00 8 0.456350178 10 0.413399100 11 0.147832885 6 5.37616434E-03 5 -7.57646421E-03 9 5.84993139E-03 12 -1.55279888E-02 7 1.02681527E-03 4 -1.28012174E-03 3 -1.24272215E-03 2 -4.95495151E-05 13 -2.26734602E-03 1 -4.27284453E-04 15 -1.46359520E-03
 1542 1 14 0.00000000E+00 10 0.633027434 8 0.319183141 11 5.71034439E-02 6 -5.43867983E-03 5 5.80998696E-03 12 -4.76914085E-03 9 -9.50202986E-04 7 -8.37937405E-04 4 -4.00086516E-04 3 -8.17553955E-04 2 -9.04730405E-05 13 -1.96711207E-03 1 6.40548416E-04 15 -4.93402767E-04
 1543 1 15 0.00000000E+00 10 0.800194561 8 0.193512037 11 -2.09093876E-02 6 -8.89907312E-03 12 2.02053953E-02 5 2.01446898E-02 9 -4.28852299E-03 7 -2.30660010E-03 4 3.52835195E-04 3 -1.08319696E-03 2 -1.82761185E-04 13 -1.35937321E-03 1 1.89459440E-03 15 3.41677747E-04 14 2.38312408E-03
 1544 1 15 0.00000000E+00 10 0.809809625 8 0.138283148 11 -4.27808873E-02 12 7.41951540E-02 6 -1.32630914E-02 5 3.64392586E-02 9 -7.67315459E-03 7 -4.01549181E-03 4 1.41965214E-03 3 -1.79600320E-03 2 -3.09204304E-04 13 -1.05743518E-03 1 3.97229847E-03 15 1.58395362E-03 14 5.19218249E-03
 1545 1 15 0.00000000E+00 10 0.746284962 8 0.118895233 11 -4.10169587E-02 12 0.141170532 6 -1.76398903E-02 5 5.15394881E-02 9 -1.04814852E-02 7 -5.53811109E-03 4 2.78253341E-03 3 -2.61501176E-03 2 -4.30197077E-04 13 -8.93907156E-04 1 6.39831135E-03 15 2.90243607E-03 14 8.64208024E-03
 1547 1 15 0.00000000E+00 10 0.598387659 8 0.100469202 11 -3.92085090E-02 12 0.275562435 6 -2.29892936E-02 5 7.29836226E-02 9 -1.29676433E-02 4 6.07509352E-03 7 -7.22995028E-03 3 -3.89237027E-03 2 -5.70989330E-04 13 -4.35504859E-04 1 1.13733998E-02 14 1.70585103E-02 15 5.38436556E-03
 1587 1 15 0.00000000E+00 9 0.419151187 7 0.269526809 6 -5.27415685E-02 3 0.146019533 2 8.68421234E-03 13 0.159572512 8 -1.68733969E-02 11 -1.26160132E-02 4 -1.32702636E-02 5 1.31474435E-03 1 3.36380824E-02 10 1.46478903E-03 12 2.01125368E-02 15 3.40041681E-03 16 3.26164141E-02
 1588 1 15 0.00000000E+00 9 0.456510961 7 0.279186398 6 -5.25622554E-02 3 0.130092114 2 6.58469461E-03 8 -1.67996865E-02 11 -1.10995434E-02 13 0.143923894 4 -1.15223071E-02 5 7.95600004E-04 10 9.30320413E-04 1 2.74114832E-02 12 1.68895684E-02 15 2.41036131E-03 16 2.72484012E-02
 1589 1 15 0.00000000E+00 9 0.500491798 7 0.284726381 6 -5.18229865E-02 3 0.111183442 8 -1.62466615E-02 11 -9.42450110E-03 2 4.74086264E-03 13 0.126028821 5 4.36182367E-04 4 -9.70949512E-03 10 4.95486311E-04 1 2.16246787E-02 12 1.38098206E-02 15 1.61761115E-03 16 2.20485386E-02
 1590 1 15 0.00000000E+00 9 0.553756773 7 0.282641739 6 -5.00524044E-02 3 8.95529613E-02 8 -1.50652770E-02 11 -7.61176925E-03 5 2.32513106E-04 2 3.21105565E-03 4 -7.89666828E-03 13 0.105782866 10 1.76046335E-04 1 1.63353216E-02 12 1.08712148E-02 15 1.01584010E-03 16 1.70497987E-02
 1593 1 15 0.00000000E+00 9 0.830836236 7 0.144209117 6 -2.44816579E-02 8 -5.82547579E-03 11 -1.80128333E-03 3 1.86188817E-02 5 1.41552096E-04 10 -7.71584746E-05 4 -2.38273805E-03 2 5.19808731E-04 13 3.02334614E-02 1 3.49960127E-03 12 2.68435501E-03 15 1.27504740E-04 16 3.69780394E-03
 1594 1 15 0.00000000E+00 9 1.00000000 7 0.00000000E+00 6 0.00000000E+00 8 0.00000000E+00 11 0.00000000E+00 5 0.00000000E+00 10 0.00000000E+00 3 0.00000000E+00 4 0.00000000E+00 2 0.00000000E+00 13 0.00000000E+00 1 0.00000000E+00 12 0.00000000E+00 15 0.00000000E+00 16 0.00000000E+00
 1595 1 15 0.00000000E+00 9 0.802917004 7 0.102738351 6 5.27072437E-02 8 1.83826368E-02 11 4.85645644E-02 10 -8.53536185E-03 5 -7.76821794E-03 3 -1.16262184E-02 4 -2.84346333E-03 2 -3.40618717E-04 13 9.86967888E-03 1 -9.65253450E-04 12 -2.41087424E-03 15 5.67069685E-04 16 -1.25655159E-03
 1596 1 15 0.00000000E+00 9 0.653461814 7 0.144772336 6 0.111183397 8 3.99118364E-02 11 9.69977304E-02 10 -1.67554058E-02 5 -1.52315442E-02 4 -5.26241027E-03 3 -1.80813670E-02 2 -6.48214482E-04 13 1.72949713E-02 1 -1.70307211E-03 12 -4.92132641E-03 15 1.08651747E-03 16 -2.10528565E-03
 1603 1 14 0.00000000E+00 8 0.335571527 11 0.406545937 10 -7.26717350E-04 6 0.175510138 9 0.128028452 7 2.36319434E-02 5 -2.72975639E-02 4 -1.02359764E-02 12 -2.55544744E-02 3 -1.33089665E-02 2 -4.90645121E-04 13 1.21917203E-02 1 -2.28506210E-03 15 -1.58028922E-03
 1604 1 14 0.00000000E+00 8 0.374795735 11 0.424124867 10 4.49159667E-02 6 0.124965049 9 8.49012882E-02 7 1.41934836E-02 5 -2.52613854E-02 12 -2.73721218E-02 4 -7.88532570E-03 3 -9.49774683E-03 2 -3.26708105E-04 13 6.66683307E-03 1 -2.08863616E-03 15 -2.13129958E-03
 1605 1 14 0.00000000E+00 8 0.388141394 11 0.416405648 10 0.126842692 6 7.52985477E-02 9 4.93752025E-02 7 8.07178393E-03 5 -2.28314530E-02 12 -2.73539629E-02 4 -5.29707363E-03 3 -5.87073481E-03 2 -1.79093462E-04 13 1.73246581E-03 1 -1.81653758E-03 15 -2.51888065E-03
 1606 1 14 0.00000000E+00 8 0.359155327 10 0.261893272 11 0.370983094 6 3.54495160E-02 9 2.33655628E-02 5 -1.89121179E-02 7 4.21759253E-03 12 -2.44695079E-02 4 -3.06339585E-03 3 -2.99843168E-03 2 -7.31113323E-05 13 -1.58187281E-03 1 -1.46025291E-03 15 -2.50566518E-03
 1607 1 14 0.00000000E+00 10 0.458808482 8 0.279103428 11 0.281529158 6 1.08178295E-02 12 -1.83103494E-02 5 -1.29772825E-02 9 7.69200549E-03 7 1.81589590E-03 4 -1.55586482E-03 3 -1.20520126E-03 2 -2.06749937E-05 13 -2.69634975E-03 1 -1.02562958E-03 15 -1.97545509E-03
 1608 1 15 0.00000000E+00 10 0.710064292 8 0.154622361 11 0.153895259 6 4.30992543E-04 12 -9.36439727E-03 5 -6.04447909E-03 9 8.30486359E-04 7 4.73102846E-04 4 -6.27053261E-04 3 -3.14329023E-04 2 2.02861020E-06 13 -1.83866685E-03 1 -4.25357866E-04 15 -8.75113241E-04 14 -8.29120050E-04
 1609 1 15 0.00000000E+00 10 1.00000000 8 0.00000000E+00 11 0.00000000E+00 6 0.00000000E+00 12 0.00000000E+00 5 0.00000000E+00 9 0.00000000E+00 7 0.00000000E+00 4 0.00000000E+00 3 0.00000000E+00 2 0.00000000E+00 13 0.00000000E+00 1 0.00000000E+00 15 0.00000000E+00 14 0.00000000E+00
 1610 1 15 0.00000000E+00 10 0.878564358 8 2.53211986E-02 11 1.04294848E-02 12 7.96747357E-02 6 -9.51706246E-03 5 1.72807407E-02 9 -5.76561084E-03 7 -2.41564331E-03 4 9.29569185E-04 3 -7.74977263E-04 2 -1.49764513E-04 13 -4.04931452E-05 1 2.25118734E-03 15 1.44829252E-03 14 2.76399916E-03
 1611 1 15 0.00000000E+00 10 0.774138033 8 4.02324647E-02 11 1.12227146E-02 12 0.157960251 6 -1.53828859E-02 5 3.19207422E-02 9 -9.14780144E-03 7 -4.14107786E-03 4 1.99859426E-03 3 -1.55529007E-03 2 -2.73241953E-04 13 6.89034059E-05 1 4.48286301E-03 15 2.71865493E-03 14 5.75707201E-03
 1612 1 15 0.00000000E+00 10 0.681691706 8 4.91334312E-02 11 6.33078022E-03 12 0.233923405 6 -1.89711209E-02 5 4.38464805E-02 9 -1.10123428E-02 7 -5.29120443E-03 4 3.22585180E-03 3 -2.24293442E-03 2 -3.64339241E-04 13 1.66054539E-04 1 6.68851612E-03 15 3.79214808E-03 14 9.08356067E-03
 1613 1 15 0.00000000E+00 10 0.598453999 8 5.44809960E-02 11 -1.83962204E-03 12 0.306531996 6 -2.10720021E-02 5 5.32438345E-02 9 -1.18805962E-02 7 -5.97545551E-03 4 4.58302535E-03 3 -2.79389205E-03 2 -4.21948644E-04 13 2.05416683E-04 1 8.87270086E-03 14 1.29053593E-02 15 4.70622769E-03
 1654 1 15 0.00000000E+00 9 0.491469055 7 0.229700461 6 -5.32145426E-02 3 0.112263642 13 0.169155970 11 -4.04005870E-03 8 -1.55503992E-02 2 6.35820301E-03 5 6.73000410E-04 4 -1.13699511E-02 10 -1.66192258E-04 1 2.74857637E-02 12 1.72391552E-02 15 2.10997858E-03 16 2.78859045E-02
 1655 1 15 0.00000000E+00 9 0.542597234 7 0.223717257 6 -5.20407818E-02 3 9.50167105E-02 11 -7.18501804E-04 13 0.151821539 8 -1.48591539E-02 2 4.72979899E-03 5 1.39109135E-04 4 -9.86918993E-03 10 -8.69461917E-04 1 2.20044311E-02 12 1.42669212E-02 15 1.41851860E-03 16 2.26456076E-02
 1656 1 15 0.00000000E+00 9 0.603899896 7 0.207776144 6 -4.94929142E-02 3 7.58928731E-02 11 3.16854566E-03 8 -1.35389036E-02 13 0.132115424 5 -2.91645323E-04 4 -8.32536258E-03 2 3.35011957E-03 10 -1.53549935E-03 1 1.69574115E-02 12 1.14426361E-02 15 9.49759386E-04 16 1.76315196E-02
 1660 1 15 0.00000000E+00 9 0.920019448 7 -6.35868823E-03 6 3.84240085E-03 11 4.10242528E-02 8 5.29059535E-03 10 -6.81380369E-03 5 -4.02001198E-03 3 1.25805603E-03 4 -2.86947703E-03 13 4.30742726E-02 2 1.67902341E-04 1 1.76076218E-03 12 1.26081810E-03 15 9.92995221E-04 16 1.37046375E-03
 1661 1 15 0.00000000E+00 9 0.840240419 7 1.48950350E-02 6 4.17925082E-02 11 7.96399340E-02 8 2.00163666E-02 10 -1.30275385E-02 5 -9.16600320E-03 3 -9.66955815E-03 4 -4.06265305E-03 13 3.94592583E-02 2 -2.14972242E-04 1 1.13557013E-04 12 -1.04219944E-03 15 1.59468770E-03 16 -5.68835763E-04
 1663 1 15 0.00000000E+00 9 0.596260846 7 7.29035586E-02 6 0.128538266 11 0.180585340 8 6.25101104E-02 10 -2.80722287E-02 5 -2.11663190E-02 4 -7.88065791E-03 3 -2.03070436E-02 13 4.40535583E-02 2 -7.08323438E-04 12 -5.72849065E-03 1 -1.44772150E-03 15 2.92096590E-03 16 -2.46188696E-03
 1664 1 15 0.00000000E+00 9 0.494776428 7 7.49736428E-02 6 0.163821995 11 0.234531164 8 8.95470157E-02 10 -3.45466249E-02 5 -2.58410405E-02 4 -9.49421339E-03 3 -2.19483338E-02 13 4.45647836E-02 2 -8.22132337E-04 12 -8.24262388E-03 1 -1.82145461E-03 15 3.39410035E-03 16 -2.89271213E-03
 1669 1 15 0.00000000E+00 11 0.515133381 8 0.250414938 10 -8.60403106E-03 6 0.135598689 9 0.143217370 7 1.83719341E-02 5 -2.69182567E-02 12 -2.29244512E-02 4 -8.83144792E-03 3 -1.26793124E-02 13 2.04043910E-02 2 -4.52270324E-04 1 -1.91180897E-03 15 1.50004576E-03 16 -2.31915829E-03
 1670 1 15 0.00000000E+00 11 0.560456812 8 0.261925280 10 3.15345339E-02 6 9.73442271E-02 9 9.36434790E-02 7 1.13814445E-02 5 -2.37500966E-02 12 -2.51490101E-02 4 -6.72352314E-03 3 -8.95418972E-03 13 1.19721834E-02 2 -3.03185574E-04 1 -1.73492532E-03 15 2.17019944E-04 16 -1.86005561E-03
 1671 1 15 0.00000000E+00 11 0.582393408 8 0.250725806 10 0.103850186 6 5.94019480E-02 9 5.19096218E-02 7 6.63819583E-03 5 -1.98783167E-02 12 -2.52121966E-02 4 -4.45678318E-03 3 -5.38955117E-03 13 4.07422567E-03 2 -1.65928082E-04 1 -1.50652707E-03 15 -1.00871443E-03 16 -1.37536891E-03
 1672 1 15 0.00000000E+00 11 0.553598762 10 0.227196857 8 0.212111041 6 2.84892339E-02 9 2.15842146E-02 7 3.53844278E-03 12 -2.03763917E-02 5 -1.58695206E-02 4 -2.53555970E-03 3 -2.55504646E-03 13 -1.28486892E-03 2 -6.13905722E-05 1 -1.26435119E-03 15 -1.59527175E-03 16 -9.76164185E-04
 1673 1 14 0.00000000E+00 10 0.410225958 11 0.456453174 8 0.146406248 6 8.85374472E-03 12 -8.34475271E-03 9 4.89160884E-03 5 -1.23218885E-02 7 1.51746930E-03 4 -1.30623684E-03 3 -8.31919548E-04 13 -2.76917382E-03 2 -4.00801264E-06 1 -1.06764620E-03 15 -1.70258654E-03
 1674 1 15 0.00000000E+00 10 0.625956118 11 0.316143513 8 6.02602549E-02 6 -5.51723700E-04 12 1.19387349E-02 5 -8.54985416E-03 9 -1.60589616E-03 7 2.70606193E-04 4 -5.60485583E-04 3 9.57119755E-06 13 -1.37554843E-03 2 3.06242036E-05 1 -6.00676110E-04 15 -2.15147375E-04 14 -1.15007965E-03
 1675 1 15 0.00000000E+00 10 0.788746774 11 0.187579870 8 -1.27651319E-02 12 4.72577997E-02 6 -4.85640951E-03 5 -2.71634571E-03 9 -3.86459799E-03 7 -7.58016482E-04 4 -4.31470544E-05 3 1.51063767E-04 13 4.43594559E-04 2 7.00550572E-06 1 2.62557442E-05 15 1.06269529E-03 14 -2.71395751E-04
 1676 1 15 0.00000000E+00 10 0.793865681 11 0.123215914 8 -2.43964400E-02 12 0.111409493 6 -9.95452330E-03 5 7.52839679E-03 9 -6.36033202E-03 7 -2.19602324E-03 4 5.81752684E-04 3 -2.59702094E-04 13 1.44866214E-03 2 -7.55570873E-05 1 1.40148157E-03 15 2.35677813E-03 14 1.43441709E-03
 1677 1 15 0.00000000E+00 10 0.725750864 11 9.11358371E-02 8 -9.98135470E-03 12 0.188587636 6 -1.45465238E-02 5 1.88702103E-02 9 -8.61047581E-03 7 -3.55928275E-03 4 1.36090908E-03 3 -8.70765944E-04 13 1.81759999E-03 2 -1.71578198E-04 1 3.12946527E-03 15 3.44251818E-03 14 3.64497444E-03
 1678 1 15 0.00000000E+00 10 0.646275222 11 6.66154101E-02 8 5.15866373E-03 12 0.267291337 6 -1.75612606E-02 5 2.90243048E-02 9 -1.00175263E-02 7 -4.52945614E-03 4 2.28219968E-03 3 -1.45950587E-03 13 1.82887050E-03 2 -2.51232239E-04 1 4.92634345E-03 15 4.22375556E-03 14 6.19284902E-03
 1679 1 15 0.00000000E+00 10 0.568191290 12 0.344109744 11 4.46790643E-02 8 1.72811206E-02 6 -1.92544162E-02 5 3.74925025E-02 9 -1.07031697E-02 7 -5.10595832E-03 4 3.32701625E-03 3 -1.95247936E-03 13 1.58750615E-03 2 -3.05743422E-04 1 6.73285406E-03 14 9.18255188E-03 15 4.73813154E-03
 1718 1 15 0.00000000E+00 9 0.426167071 7 0.193392739 6 -5.31546064E-02 13 0.223633155 3 0.123448066 11 -4.08639759E-03 2 9.52072348E-03 8 -1.45463543E-02 4 -1.32501666E-02 5 2.16519716E-03 10 5.56636776E-04 1 3.89408320E-02 12 2.37845033E-02 15 3.75855574E-03 16 3.96700278E-02
 1719 1 15 0.00000000E+00 9 0.465763927 7 0.191949099 6 -5.30255996E-02 13 0.211990476 3 0.111483611 11 -3.48023867E-04 8 -1.45891588E-02 2 7.75642879E-03 5 1.27531064E-03 4 -1.22076664E-02 10 -4.31640685E-04 1 3.30839865E-02 12 2.06226446E-02 15 2.66232644E-03 16 3.40142734E-02
 1721 1 15 0.00000000E+00 9 0.563719630 7 0.172771722 6 -5.05018309E-02 13 0.182012960 11 9.56474245E-03 3 8.21366832E-02 8 -1.34315314E-02 5 -2.74072314E-04 2 4.66848398E-03 10 -2.48117978E-03 4 -9.83018056E-03 1 2.23329961E-02 12 1.48027018E-02 15 1.25832309E-03 16 2.32505631E-02
 1722 1 15 0.00000000E+00 9 0.624090791 7 0.150575697 6 -4.71644737E-02 11 1.62062813E-02 13 0.163710251 8 -1.19537348E-02 3 6.53821528E-02 5 -9.82924015E-04 10 -3.59667349E-03 4 -8.55915900E-03 2 3.41211376E-03 1 1.75344273E-02 12 1.21505708E-02 15 9.59134370E-04 16 1.82355475E-02
 1726 1 16 0.00000000E+00 9 0.844257712 7 -1.06962975E-02 6 4.55475505E-03 11 7.76499584E-02 8 8.12144019E-03 10 -1.25615420E-02 13 8.65429342E-02 5 -6.85558701E-03 3 2.39848113E-03 4 -4.82623745E-03 2 3.15997167E-04 1 3.20791523E-03 12 2.95806536E-03 15 2.10316456E-03 16 -3.52810050E-04 17 3.18206800E-03
 1727 1 15 0.00000000E+00 9 0.798476160 7 -9.82610043E-03 6 3.34744863E-02 11 0.115334600 8 2.06333362E-02 10 -1.81407649E-02 5 -1.09109804E-02 13 7.81707242E-02 3 -7.46855093E-03 4 -5.45762759E-03 2 -7.44254285E-05 1 1.43099169E-03 12 1.08112663E-03 15 3.03445617E-03 16 2.42560403E-04
 1730 1 15 0.00000000E+00 9 0.517050862 7 3.43345664E-02 11 0.273257911 6 0.124354079 8 7.75763839E-02 10 -3.80770303E-02 5 -2.44944189E-02 4 -9.21791140E-03 13 6.92413896E-02 3 -2.02673767E-02 12 -4.71960427E-03 2 -6.91752532E-04 1 -1.10021792E-03 15 5.57385432E-03 16 -2.82075233E-03
 1736 1 15 0.00000000E+00 11 0.687810540 8 0.165570304 10 4.53538581E-04 6 7.24464729E-02 9 9.94056836E-02 7 7.12537486E-03 5 -1.99661255E-02 12 -1.79170743E-02 4 -5.57008293E-03 13 1.99995898E-02 3 -8.18843022E-03 2 -2.80827284E-04 1 -1.29258435E-03 15 2.20146216E-03 16 -1.79783197E-03
 1737 1 15 0.00000000E+00 11 0.755622029 10 4.45747152E-02 8 0.138090476 6 4.16060723E-02 9 5.03579080E-02 7 4.05875221E-03 12 -1.80568080E-02 5 -1.42824063E-02 4 -3.34809418E-03 13 8.01308639E-03 3 -4.50801244E-03 2 -1.46652528E-04 1 -1.02505344E-03 15 1.81711934E-04 16 -1.13771856E-03
 1738 1 15 0.00000000E+00 11 0.765718699 10 0.133563593 8 9.55413505E-02 6 1.60124619E-02 9 1.38010299E-02 12 -1.10993087E-02 7 1.99554022E-03 5 -9.24957450E-03 4 -1.48369267E-03 13 -7.76400440E-04 3 -1.54468778E-03 2 -3.98644625E-05 1 -7.74043088E-04 15 -1.06098363E-03 16 -6.04131492E-04
 1739 1 16 0.00000000E+00 11 0.650095999 10 0.297494739 8 5.19383959E-02 6 1.66505051E-03 12 1.13514978E-02 9 -1.00626459E-03 7 3.88595683E-04 5 -7.86704104E-03 4 -6.37716788E-04 13 -1.49590580E-03 3 -1.65948833E-04 2 2.16357676E-05 1 -5.37233835E-04 15 9.16195859E-05 16 -3.30977899E-04 14 -1.00646098E-03
 1740 1 16 0.00000000E+00 10 0.477082670 11 0.488756895 8 5.30634075E-03 12 4.51439023E-02 6 -5.16847661E-03 9 -4.85511404E-03 5 -6.83404552E-03 7 -8.23713432E-04 4 -3.31498391E-04 13 9.48268396E-04 3 2.53095961E-04 2 3.20625586E-05 1 -3.68198118E-04 15 1.85687444E-03 14 -6.89061533E-04 16 -3.09989991E-04
 1741 1 16 0.00000000E+00 10 0.605503619 11 0.347844809 8 -3.17047499E-02 12 9.19207558E-02 6 -8.94793496E-03 9 -5.99349476E-03 5 -3.42949713E-03 7 -1.79722649E-03 4 -6.85647465E-05 13 3.18551040E-03 3 2.45603442E-04 2 8.87937313E-06 1 1.07909393E-04 15 3.24180257E-03 14 -7.38077288E-05 16 -4.36238624E-05
 1742 1 15 0.00000000E+00 10 0.648450851 11 0.248377785 8 -4.35683131E-02 12 0.154589683 6 -1.20716626E-02 5 2.79315771E-03 9 -6.94268476E-03 7 -2.75489688E-03 4 3.05336929E-04 13 4.47937986E-03 3 -4.90890234E-05 2 -4.37325107E-05 1 1.01402099E-03 15 4.44283057E-03 14 9.77320713E-04
 1743 1 15 0.00000000E+00 10 0.626771629 11 0.182132453 8 -3.65584679E-02 12 0.228551820 6 -1.47918537E-02 5 1.05255004E-02 9 -7.98037928E-03 7 -3.62505182E-03 4 8.24853370E-04 13 4.87686321E-03 3 -4.89180791E-04 2 -1.09918925E-04 1 2.22099712E-03 15 5.26608806E-03 14 2.38463189E-03
 1744 1 15 0.00000000E+00 10 0.575063705 11 0.134097293 12 0.307249039 8 -2.32236870E-02 6 -1.66776832E-02 5 1.82518698E-02 9 -8.78783502E-03 7 -4.25806688E-03 4 1.48063328E-03 13 4.62801196E-03 3 -9.45287989E-04 2 -1.71282765E-04 1 3.55929439E-03 15 5.65852784E-03 14 4.07545315E-03
 1745 1 15 0.00000000E+00 10 0.512305796 12 0.386556745 11 9.57613960E-02 8 -9.66204423E-03 6 -1.76504012E-02 5 2.51671355E-02 9 -9.22839157E-03 7 -4.60509164E-03 4 2.25316640E-03 13 3.93757923E-03 3 -1.34488777E-03 2 -2.17484150E-04 1 4.94329212E-03 14 6.11664634E-03 15 5.66658843E-03
 1784 1 16 0.00000000E+00 9 0.432281256 7 0.164444745 13 0.252546161 6 -5.18053360E-02 3 0.109204955 11 1.44214043E-03 8 -1.35299247E-02 2 8.86214990E-03 5 1.95022882E-03 4 -1.25491172E-02 10 -4.09383676E-04 1 3.76249552E-02 15 2.50729523E-03 12 2.30317526E-02 16 1.22342585E-02 17 3.21638621E-02
 1785 1 16 0.00000000E+00 9 0.471756995 7 0.158999190 13 0.242492363 6 -5.13537638E-02 3 9.80431214E-02 11 6.59256149E-03 8 -1.34675801E-02 2 7.29559315E-03 5 9.71397734E-04 4 -1.17024314E-02 10 -1.59989065E-03 1 3.21644209E-02 12 2.01141480E-02 15 1.56865478E-03 16 1.02231847E-02 17 2.79020313E-02
 1786 1 16 0.00000000E+00 9 0.516144156 7 0.148876876 6 -5.01625128E-02 13 0.230259240 11 1.28676509E-02 3 8.54353458E-02 8 -1.30287288E-02 2 5.84275555E-03 5 3.47975147E-05 10 -2.86981696E-03 4 -1.07641043E-02 1 2.69881692E-02 12 1.73867922E-02 15 9.31256975E-04 16 8.27980507E-03 17 2.37783082E-02
 1788 1 16 0.00000000E+00 9 0.619735479 7 0.109521247 6 -4.39572558E-02 13 0.199467853 11 3.01333312E-02 8 -1.05003128E-02 3 5.70059754E-02 10 -5.81621611E-03 5 -1.83764833E-03 4 -8.73662997E-03 2 3.39026540E-03 1 1.76758971E-02 12 1.25388624E-02 15 6.10841031E-04 16 4.69276914E-03 17 1.60755198E-02
 1804 1 16 0.00000000E+00 11 1.00000000 10 0.00000000E+00 8 0.00000000E+00 6 0.00000000E+00 9 0.00000000E+00 12 0.00000000E+00 7 0.00000000E+00 5 0.00000000E+00 4 0.00000000E+00 13 0.00000000E+00 3 0.00000000E+00 2 0.00000000E+00 1 0.00000000E+00 15 0.00000000E+00 16 0.00000000E+00 18 0.00000000E+00
 1805 1 17 0.00000000E+00 11 0.795311570 10 0.184593752 8 -1.13681136E-02 6 -5.59223490E-03 12 3.77893671E-02 9 -2.65033939E-03 7 -1.44359714E-03 5 -3.85575369E-03 4 -1.82940246E-04 13 4.25946340E-03 3 1.64302561E-04 2 1.68155748E-05 1 -1.84307719E-04 15 2.79033766E-03 16 -8.46293406E-04 18 1.17906113E-03 14 1.88797694E-05
