points0.pts
zone0.inf
 66 136
 31
HK_QA0
HK_QA1
HK_QA2
HK_QA3
HK_QA4
HK_QA5
HK_QA6
HK_QA7
HK_QA8
HK_QA9
HK_QA10
HK_QA11
HK_QA12
HK_QA13
HK_QA14
HK_QA15
HK_QA16
HK_QA17
HK_QA18
HK_QA19
HK_QA20
HK_QA21
HK_QA22
HK_QA23
HK_QA24
HK_QA25
HK_QA26
HK_QA27
HK_QA28
HK_QA29
HK_QA30
 4933 1 17 0.00000000E+00 22 0.708376288 20 2.55776159E-02 24 0.132555068 25 0.151315838 27 -4.89501050E-03 23 -3.64068314E-03 26 -2.09194212E-03 28 -7.13924877E-04 21 9.49949899E-05 14 -3.47626046E-03 30 -2.54071970E-03 18 -1.47026358E-03 29 5.00413240E-04 19 3.53916112E-04 31 3.07311333E-04 15 -6.78758079E-04 17 4.26114479E-04
 4935 1 15 0.00000000E+00 22 0.552247941 20 0.181478187 25 0.240874812 24 4.26384322E-02 27 -5.88335097E-03 23 -8.79349932E-03 26 -9.83609003E-04 28 -1.09637843E-03 14 -1.44443708E-03 30 1.25883656E-04 21 7.49254599E-04 29 1.06761372E-03 18 -5.05267968E-03 19 2.50739558E-03 31 1.56444497E-03
 4970 1 17 0.00000000E+00 21 0.600654364 23 0.332062155 19 3.27874385E-02 18 -5.16868867E-02 17 3.61020565E-02 16 -5.90451108E-03 26 6.32527843E-02 15 -8.00226443E-03 24 -8.55748914E-03 27 -5.12377638E-03 22 -3.32230818E-03 28 -2.05075438E-03 29 4.78466088E-03 20 1.29524223E-03 25 3.08256596E-03 13 4.63202177E-03 31 5.99471061E-03
 4971 1 17 0.00000000E+00 21 0.514293492 23 0.441136569 19 1.01494072E-02 18 -3.08407154E-02 17 2.30009072E-02 16 -4.70691547E-03 26 5.57663254E-02 15 -6.50110794E-03 24 -7.80429505E-03 27 -4.47665574E-03 22 -2.93042674E-03 28 -1.81936100E-03 29 3.54389288E-03 20 8.11637787E-04 25 2.37188605E-03 13 3.43239773E-03 31 4.57296707E-03
 4972 1 17 0.00000000E+00 23 0.566215038 21 0.400870442 19 -8.77869024E-04 18 -1.35907605E-02 17 1.36769433E-02 26 4.63275202E-02 16 -3.74035747E-03 15 -5.03148092E-03 24 -6.70208968E-03 27 -3.68918735E-03 22 -2.40506209E-03 28 -1.52077526E-03 29 2.45181588E-03 20 5.07899793E-04 25 1.71971438E-03 13 2.45569902E-03 31 3.33249616E-03
 4973 1 18 0.00000000E+00 23 0.702697635 21 0.272969872 19 -4.69521433E-03 18 -2.24561151E-03 17 7.15754181E-03 26 3.42434160E-02 16 -2.72722938E-03 24 -5.10525936E-03 15 -3.45682725E-03 27 -2.75999145E-03 22 -1.72809442E-03 28 -1.33530621E-03 29 1.49258261E-03 20 2.83064466E-04 25 9.75320872E-04 13 1.56546768E-03 31 1.89740141E-03 30 7.71273975E-04
 4974 1 18 0.00000000E+00 23 0.847792029 21 0.138067752 19 -3.93216033E-03 18 2.28279200E-03 26 1.89130995E-02 17 2.77021970E-03 16 -1.49872457E-03 24 -2.88972026E-03 15 -1.74831320E-03 27 -1.48419593E-03 22 -9.30030306E-04 28 -7.32154236E-04 20 1.47035957E-04 25 4.64780664E-04 29 6.66020438E-04 13 7.85640266E-04 31 9.42516897E-04 30 3.83435196E-04
 4975 1 18 0.00000000E+00 23 1.00000000 21 0.00000000E+00 18 0.00000000E+00 19 0.00000000E+00 26 0.00000000E+00 17 0.00000000E+00 24 0.00000000E+00 16 0.00000000E+00 15 0.00000000E+00 27 0.00000000E+00 22 0.00000000E+00 28 0.00000000E+00 20 0.00000000E+00 25 0.00000000E+00 29 0.00000000E+00 13 0.00000000E+00 31 0.00000000E+00 30 0.00000000E+00
 4977 1 18 0.00000000E+00 23 0.839894652 21 -6.42318465E-03 18 4.28787544E-02 19 -1.33666564E-02 26 4.28392589E-02 24 7.58734420E-02 17 -7.09422398E-03 27 1.45883225E-02 16 -2.48133903E-03 22 1.39634255E-02 15 5.99085400E-03 20 7.52960192E-03 25 -9.84576065E-03 28 -3.80955334E-03 29 -4.03135410E-03 30 -5.56474079E-05 31 3.01595137E-04 13 3.24782892E-03
 4978 1 18 0.00000000E+00 23 0.767402053 21 -9.49553587E-03 18 5.67635410E-02 19 -1.75843276E-02 26 5.84043115E-02 24 0.115170769 17 -9.32406727E-03 27 2.17894316E-02 22 2.11687349E-02 16 -3.34311323E-03 15 8.63934122E-03 20 1.11107947E-02 25 -1.46347294E-02 28 -5.44848992E-03 29 -5.68671338E-03 30 -1.02470571E-04 31 4.50405816E-04 13 4.72007412E-03
 5001 1 15 0.00000000E+00 22 0.481124490 20 0.140173748 25 0.326055259 24 7.21432567E-02 27 -6.86249509E-03 23 -9.40428209E-03 26 -1.43727346E-03 28 -1.33680482E-03 30 -5.83874062E-04 14 -1.12846761E-03 29 1.18531985E-03 21 7.65716832E-04 18 -4.96549672E-03 19 2.58040288E-03 31 1.69050205E-03
 5037 1 17 0.00000000E+00 23 0.473065346 21 0.446093172 19 2.42475271E-02 18 -5.27790785E-02 17 3.40376720E-02 26 8.80650207E-02 16 -5.16643794E-03 15 -8.24393611E-03 24 -7.90942181E-03 27 -5.13390824E-03 28 -2.94504291E-03 22 -4.16199304E-03 29 5.02340170E-03 25 3.25369975E-03 20 1.06275512E-03 13 4.98056877E-03 31 6.51063584E-03
 5038 1 18 0.00000000E+00 23 0.585738838 21 0.350685179 19 1.14353886E-02 18 -3.93253304E-02 26 7.99486190E-02 17 2.34228764E-02 16 -3.89871025E-03 15 -6.80762250E-03 24 -5.92444371E-03 27 -3.80862318E-03 22 -3.82030895E-03 28 -3.16531793E-03 29 3.48948431E-03 25 2.22564605E-03 20 3.24429129E-04 13 3.55613651E-03 31 4.27078595E-03 30 1.65298954E-03
 5039 1 18 0.00000000E+00 23 0.706165969 21 0.241536945 19 5.23311738E-03 18 -2.95308214E-02 26 6.98003545E-02 17 1.55777875E-02 16 -2.67036026E-03 24 -2.80940370E-03 15 -5.30933170E-03 27 -1.85805152E-03 22 -3.33438627E-03 28 -2.76927557E-03 29 2.05437792E-03 25 1.56540086E-03 20 -1.81239971E-04 13 2.42226315E-03 31 2.99332570E-03 30 1.11330126E-03
 5040 1 18 0.00000000E+00 23 0.823640525 21 0.129619241 19 3.16437217E-03 18 -2.32417379E-02 26 5.87644130E-02 17 9.79364291E-03 16 -1.48514519E-03 24 2.70799990E-03 27 7.29466497E-04 15 -3.71061568E-03 22 -2.47453502E-03 28 -2.42808671E-03 29 6.87729334E-04 25 7.35050009E-04 20 -4.52560867E-04 31 1.83148112E-03 13 1.48962613E-03 30 6.29118411E-04
 5041 1 18 0.00000000E+00 23 0.900063932 21 3.96418609E-02 19 1.76690961E-03 18 -1.58086810E-02 26 5.33994325E-02 17 5.23010036E-03 24 1.58625171E-02 16 -7.51580403E-04 27 4.79565468E-03 15 -1.83644891E-03 22 -3.63570696E-04 28 -2.55287532E-03 25 -9.43358173E-04 29 -8.30020232E-04 20 6.98994045E-05 31 9.30549810E-04 30 2.39212037E-04 13 1.08646101E-03
 5065 1 15 0.00000000E+00 22 0.465307564 25 0.310166717 24 0.228492156 20 2.20532622E-02 27 -3.97509849E-03 23 -7.53458124E-03 26 -3.36874905E-03 28 -7.69507897E-04 30 -3.83494794E-03 29 3.66273685E-04 21 2.46158656E-04 18 -3.21827782E-03 14 -4.80869878E-03 19 7.21424702E-04 31 1.56296592E-04
 5066 1 15 0.00000000E+00 22 0.443860948 25 0.366650969 20 6.02683462E-02 24 0.154829398 27 -5.28960535E-03 23 -8.92919395E-03 26 -2.60935584E-03 28 -1.10144704E-03 30 -3.09447991E-03 29 7.20212760E-04 21 4.85886267E-04 14 -3.73498350E-03 18 -4.29950282E-03 19 1.51348289E-03 31 7.29319523E-04
 5067 1 15 0.00000000E+00 22 0.399681836 25 0.417047083 20 0.108070716 24 9.58232731E-02 27 -6.89289486E-03 23 -9.55125131E-03 26 -1.75786065E-03 28 -1.45854137E-03 30 -1.31116353E-03 29 1.16540527E-03 14 -9.75132396E-04 21 7.31110689E-04 18 -4.68983874E-03 19 2.47366843E-03 31 1.64359377E-03
 5104 1 18 0.00000000E+00 23 0.578611970 21 0.310304821 19 2.13161167E-02 18 -5.55672646E-02 26 0.120544761 17 3.18382494E-02 16 -4.19361005E-03 24 -2.68427213E-03 15 -8.08198750E-03 27 -3.49892722E-03 28 -4.78297193E-03 22 -4.67065116E-03 29 4.56555001E-03 25 2.57510808E-03 20 6.86919491E-04 31 5.83169702E-03 13 5.04556904E-03 30 2.15895846E-03
 5105 1 18 0.00000000E+00 23 0.675114453 21 0.222335115 19 1.31455082E-02 18 -4.59852479E-02 26 0.114383876 17 2.29156166E-02 16 -2.98531237E-03 24 3.01237870E-03 27 -4.33133799E-04 15 -6.61644386E-03 28 -4.59829159E-03 22 -4.13021538E-03 29 2.57613580E-03 25 1.64731604E-03 20 4.95523491E-05 31 4.31662938E-03 30 1.52030087E-03 13 3.73175414E-03
 5106 1 18 0.00000000E+00 23 0.759351730 21 0.135933071 19 8.30248743E-03 18 -3.74569744E-02 26 0.109024011 17 1.59174725E-02 24 1.25021841E-02 16 -1.98288891E-03 27 3.64205544E-03 15 -5.04652690E-03 22 -3.04548861E-03 28 -4.59315116E-03 29 5.95995050E-04 25 3.98890174E-04 20 -2.11570499E-04 31 2.97509320E-03 30 9.61344864E-04 13 2.73227342E-03
 5107 1 18 0.00000000E+00 23 0.809311748 21 6.63560256E-02 19 4.53307852E-03 18 -2.76040882E-02 26 0.107945159 24 2.88086403E-02 17 1.02413958E-02 27 9.21037979E-03 16 -1.39843998E-03 15 -3.27345240E-03 22 -9.30086302E-04 28 -4.99098096E-03 29 -1.47374987E-03 25 -1.54467812E-03 20 2.04290380E-04 31 1.88693590E-03 30 4.98977955E-04 13 2.21883575E-03
 5108 1 18 0.00000000E+00 23 0.809982538 21 2.40268912E-02 19 2.36886990E-04 18 -1.45995095E-02 26 0.113462143 24 5.40202186E-02 17 5.42839617E-03 27 1.65486727E-02 16 -1.38366607E-03 22 2.53880536E-03 15 -1.25906209E-03 28 -5.93609177E-03 29 -3.68254445E-03 25 -4.42661950E-03 20 1.48904661E-03 31 1.10799645E-03 30 1.45477607E-04 13 2.30041682E-03
 5125 1 18 0.00000000E+00 24 0.882301986 22 9.35398936E-02 25 -3.74874508E-04 20 -8.54126993E-05 27 -2.44455901E-03 23 2.09987611E-02 26 2.32665450E-03 28 -1.28399150E-03 21 -1.31202978E-03 18 7.04626320E-03 29 -1.75790279E-04 19 -2.05590413E-03 30 -2.00142479E-03 31 2.92137353E-04 17 -1.10264926E-03 14 2.46963883E-03 16 -4.57733928E-04 15 2.31901347E-03
 5131 1 15 0.00000000E+00 22 0.360359281 25 0.391401052 24 0.257892400 20 1.50941228E-02 27 -2.53433478E-04 23 -8.74936301E-03 26 -3.52639589E-03 28 -4.35113820E-04 30 -3.60707799E-03 29 -7.75068038E-05 21 2.27364537E-04 18 -3.74509091E-03 14 -5.16939769E-03 19 7.19768286E-04 31 -1.30603279E-04
 5173 1 17 0.00000000E+00 23 0.726253748 21 8.33579749E-02 26 0.163781479 19 7.56257027E-03 18 -3.60114351E-02 24 3.88667360E-02 17 1.49773005E-02 27 1.31440358E-02 16 -1.61384046E-03 15 -2.72649433E-03 28 -7.30346190E-03 22 -1.57323061E-03 29 -1.83132163E-03 25 -1.71027589E-03 20 7.20791984E-04 31 3.11003067E-03 30 9.95372073E-04
 5174 1 17 0.00000000E+00 23 0.731580079 21 4.26182747E-02 26 0.167644307 19 2.92536849E-03 18 -2.43302546E-02 24 6.27847910E-02 27 2.15478707E-02 17 9.55785904E-03 16 -1.44629297E-03 28 -8.17077048E-03 22 1.11535750E-03 15 -1.11088320E-03 29 -4.40294063E-03 25 -4.23824042E-03 20 1.40144746E-03 31 1.99971930E-03 30 5.24285133E-04
 5175 1 17 0.00000000E+00 23 0.710222006 21 1.68721825E-02 26 0.173095658 19 -1.45312818E-03 18 -1.19048432E-02 24 9.25823599E-02 27 3.13039310E-02 17 5.05644828E-03 16 -1.53145427E-03 22 4.50585270E-03 28 -9.30222962E-03 29 -6.86356844E-03 25 -7.18315877E-03 15 7.36760674E-04 20 2.55923672E-03 31 1.14379846E-03 30 1.60129508E-04
 5191 1 18 0.00000000E+00 24 1.00000000 22 0.00000000E+00 25 0.00000000E+00 20 0.00000000E+00 27 0.00000000E+00 23 0.00000000E+00 26 0.00000000E+00 28 0.00000000E+00 21 0.00000000E+00 29 0.00000000E+00 18 0.00000000E+00 30 0.00000000E+00 19 0.00000000E+00 31 0.00000000E+00 17 0.00000000E+00 14 0.00000000E+00 16 0.00000000E+00 15 0.00000000E+00
 5197 1 15 0.00000000E+00 25 0.471613646 22 0.267091215 24 0.273357779 20 6.32561883E-03 27 6.24656957E-03 23 -9.11449734E-03 26 -3.31328926E-03 28 2.52407510E-04 30 -2.34902767E-03 29 -8.52935191E-04 21 1.31834022E-04 18 -4.02758457E-03 14 -5.40450774E-03 19 6.08383329E-04 31 -5.65609022E-04
 5198 1 15 0.00000000E+00 25 0.548186302 22 0.257195771 24 0.187153757 20 2.78028566E-02 27 1.39840250E-03 28 -4.61834803E-04 26 -2.64420966E-03 23 -8.75810534E-03 30 -3.02768382E-03 29 -1.40988384E-04 21 2.94204889E-04 18 -4.04463103E-03 14 -4.04265057E-03 19 1.03370112E-03 31 5.51262201E-05
 5239 1 17 0.00000000E+00 23 0.649476528 21 9.31066796E-02 26 0.220731065 19 1.05221588E-02 18 -4.16427664E-02 24 4.60397452E-02 27 1.64447166E-02 17 1.90231521E-02 16 -1.89023034E-03 28 -9.42420587E-03 29 -2.01667706E-03 22 -2.26878584E-03 15 -2.95455754E-03 25 -1.71772437E-03 20 1.08685635E-03 31 4.15505981E-03 30 1.32900220E-03
 5241 1 17 0.00000000E+00 23 0.641923547 21 2.91484408E-02 26 0.226958275 19 1.11345295E-03 18 -1.99611336E-02 24 9.69045982E-02 27 3.72512899E-02 17 8.15047603E-03 28 -1.13009615E-02 22 2.30940804E-03 16 -1.60305900E-03 29 -7.83364847E-03 25 -6.44350285E-03 15 -2.66117422E-04 20 1.82774803E-03 31 1.53666141E-03 30 2.84518581E-04
 5256 1 18 0.00000000E+00 24 0.877026498 22 -9.47952271E-03 25 2.84419265E-02 20 -4.63899691E-03 27 5.58955669E-02 23 3.66211385E-02 26 2.39005126E-02 28 -2.03363760E-03 21 -3.38829891E-03 29 -5.97845623E-03 18 3.07348417E-03 30 4.14017122E-03 19 -1.81213394E-03 31 -1.43086491E-03 17 -1.14453537E-03 16 -2.16753295E-04 15 7.41729280E-04 14 2.82165624E-04
 5257 1 18 0.00000000E+00 24 0.895578444 22 -2.55599502E-03 25 5.90042509E-02 20 -7.12069729E-03 27 3.94767374E-02 23 1.02875512E-02 26 1.05620837E-02 28 1.16777825E-04 29 -4.11732309E-03 21 -1.47967087E-03 30 4.47383197E-03 18 -7.54245324E-04 19 -2.98821862E-04 31 -1.22321874E-03 17 -2.97510735E-04 16 3.30367002E-05 14 -1.27341424E-03 15 -4.11834772E-04
 5261 1 16 0.00000000E+00 24 0.482301921 25 0.364188522 22 0.163272381 20 -1.86509490E-02 27 2.83095371E-02 26 -2.43898830E-03 23 -8.87535512E-03 28 2.56770477E-03 30 4.11074748E-03 29 -3.41633614E-03 21 -2.88749929E-04 18 -3.92410811E-03 19 6.81953388E-04 31 -1.65777770E-03 14 -5.54881804E-03 17 -6.31695439E-04
 5262 1 15 0.00000000E+00 25 0.454457939 24 0.375062078 22 0.182201967 20 -1.32605052E-02 27 2.28816718E-02 26 -2.87514203E-03 28 2.18384713E-03 23 -9.03788302E-03 30 2.56156735E-03 29 -2.84814998E-03 21 -1.67729188E-04 18 -4.16082330E-03 19 3.38256272E-04 31 -1.50303054E-03 14 -5.83407190E-03
 5263 1 15 0.00000000E+00 25 0.546605051 24 0.275758088 22 0.186374336 20 -3.08956928E-03 27 1.59510393E-02 28 1.44200365E-03 26 -2.78423959E-03 23 -8.58163927E-03 30 5.69460855E-04 29 -2.01868149E-03 21 -4.03872473E-05 18 -4.04131226E-03 31 -1.12584338E-03 19 4.34090558E-04 14 -5.45238191E-03
 5308 1 17 0.00000000E+00 23 0.552317202 26 0.282408834 21 1.93297323E-02 24 0.128948241 27 5.70236109E-02 19 -4.77704714E-04 18 -1.57645252E-02 28 -1.42265027E-02 22 2.40336219E-03 17 6.36949623E-03 29 -1.15152197E-02 25 -7.67438486E-03 16 -1.62439980E-03 20 1.60105922E-03 15 2.57788110E-04 31 6.61964295E-04 30 -3.85647982E-05
 5331 1 15 0.00000000E+00 25 0.813393593 22 8.72504264E-02 24 9.41758007E-02 20 9.74897761E-03 27 6.20979583E-03 28 4.03258920E-04 26 -1.20210962E-03 30 -5.38599910E-04 23 -4.40341095E-03 29 -7.41190976E-04 21 5.36358239E-05 31 -3.14622826E-04 18 -2.19382066E-03 14 -2.26496998E-03 19 4.23229445E-04
 5367 1 17 0.00000000E+00 23 0.396301657 21 0.244067326 26 0.306445301 19 4.94293571E-02 18 -8.03902298E-02 17 6.45375401E-02 27 -9.42482892E-03 16 -4.07661870E-03 24 3.11309658E-03 28 -1.13694295E-02 29 1.59517229E-02 15 -3.63702094E-03 22 -5.47022186E-03 25 4.97507537E-03 20 7.00260466E-03 31 1.66120604E-02 30 5.93260163E-03
 5393 1 16 0.00000000E+00 24 0.437573433 25 0.450510561 22 6.16874546E-02 20 -2.38555558E-02 27 7.28272796E-02 28 7.53319915E-03 26 1.33828446E-03 23 -5.43969125E-03 30 1.94258224E-02 29 -8.39103665E-03 21 -9.82219237E-04 31 -3.17485188E-03 18 -4.39397851E-03 19 6.05587556E-04 14 -4.90990980E-03 17 -3.54358868E-04
 5394 1 15 0.00000000E+00 25 0.546896517 24 0.346317321 22 6.93676099E-02 20 -2.19621975E-02 27 6.02168478E-02 28 7.21839862E-03 26 -5.72891848E-04 23 -6.22725254E-03 30 1.80306975E-02 29 -7.19932280E-03 21 -7.18798547E-04 31 -2.88090645E-03 18 -4.06578835E-03 19 4.09277010E-04 14 -4.82949661E-03
 5395 1 15 0.00000000E+00 25 0.650172651 24 0.255750716 22 6.72048628E-02 20 -1.80974826E-02 27 4.66092266E-02 28 6.27227034E-03 26 -1.46746275E-03 30 1.54885072E-02 23 -5.86188305E-03 29 -5.76469954E-03 21 -5.04797033E-04 31 -2.42213882E-03 18 -3.42013640E-03 19 3.73116171E-04 14 -4.33278037E-03
 5398 1 15 0.00000000E+00 25 1.00000000 22 0.00000000E+00 24 0.00000000E+00 20 0.00000000E+00 27 0.00000000E+00 28 0.00000000E+00 30 0.00000000E+00 26 0.00000000E+00 23 0.00000000E+00 29 0.00000000E+00 31 0.00000000E+00 21 0.00000000E+00 18 0.00000000E+00 14 0.00000000E+00 19 0.00000000E+00
 5434 1 17 0.00000000E+00 23 0.391934901 26 0.367279440 21 0.189877674 19 3.91870253E-02 18 -7.08426312E-02 27 -6.22253958E-03 17 5.46887852E-02 24 1.18146762E-02 16 -3.05157318E-03 28 -1.28727509E-02 29 1.45797916E-02 15 -2.54636584E-03 22 -5.15690632E-03 25 3.82448547E-03 31 1.57556720E-02 20 6.57420605E-03 30 5.17613813E-03
 5452 1 17 0.00000000E+00 24 0.599911809 27 0.211831436 25 7.53295869E-02 22 -2.40451749E-02 26 8.77602845E-02 23 8.92908052E-02 28 -6.52970094E-03 20 -1.19442344E-02 29 -1.98335294E-02 21 -8.70293658E-03 30 1.47465896E-02 18 3.01696756E-03 19 -3.61523894E-03 31 -5.01911342E-03 17 -2.49857851E-03 16 -2.90285680E-04 15 5.91344724E-04
 5459 1 15 0.00000000E+00 25 0.474608749 24 0.403373927 22 2.92358734E-02 20 -2.52156369E-02 27 0.100114763 28 1.14385206E-02 26 2.87924102E-03 23 -3.01169464E-03 30 3.10404394E-02 29 -1.14747314E-02 21 -1.35302299E-03 31 -3.98578262E-03 18 -4.17768396E-03 19 5.15793101E-04 14 -3.98874236E-03
 5461 1 15 0.00000000E+00 25 0.664878786 24 0.242172822 22 2.97201667E-02 20 -2.12769732E-02 27 6.76928535E-02 28 1.03726955E-02 26 -1.12472509E-03 30 2.92651039E-02 23 -4.45797900E-03 29 -8.38941988E-03 31 -3.05473199E-03 21 -7.18905358E-04 18 -2.92866910E-03 19 7.25054706E-04 14 -2.87609873E-03
 5462 1 15 0.00000000E+00 25 0.766192913 24 0.162482098 22 1.88929681E-02 20 -1.70614775E-02 27 5.10570407E-02 28 8.88108183E-03 30 2.69650184E-02 26 -1.62010384E-03 29 -6.57064840E-03 23 -3.62376403E-03 31 -2.33019958E-03 21 -4.66709462E-04 18 -1.95848686E-03 19 7.99908885E-04 14 -1.63960515E-03
 5464 1 15 0.00000000E+00 25 0.927726269 24 2.78051961E-02 22 -1.08019225E-02 20 8.02119495E-04 27 2.21858080E-02 28 5.43540763E-03 30 2.59944983E-02 26 -9.26997396E-04 29 -3.05118877E-03 23 -1.15091132E-03 31 -2.36890355E-05 21 8.08511322E-05 18 4.10280161E-04 14 3.75630730E-03 19 1.75798649E-03
 5518 1 17 0.00000000E+00 24 0.538165271 27 0.259139240 25 9.42989662E-02 26 9.42611396E-02 22 -2.68568397E-02 28 -5.42875752E-03 23 8.25203806E-02 20 -1.38706230E-02 29 -2.29933616E-02 21 -8.64656735E-03 30 1.96522828E-02 18 1.35158305E-03 19 -3.22068669E-03 31 -5.96720167E-03 17 -2.36674119E-03 16 -1.68841259E-04 15 1.30738641E-04
 5528 1 15 0.00000000E+00 25 0.742077529 24 0.160392955 22 -3.11776507E-03 20 -1.72237214E-02 27 7.33846277E-02 28 1.43047981E-02 30 4.71672341E-02 26 -2.05705571E-03 29 -9.52009950E-03 23 -3.07731237E-03 31 -2.81247497E-03 21 -5.61348977E-04 18 -1.39896432E-03 19 1.67001423E-03 14 7.71555351E-04
 5531 1 15 0.00000000E+00 25 0.864956856 24 1.44843152E-02 22 -1.94194913E-02 20 1.95960477E-02 27 3.53240073E-02 30 6.08711131E-02 28 1.02456817E-02 26 -1.39240036E-03 29 -4.92546381E-03 23 -1.95623748E-03 31 1.73286384E-03 21 5.84944908E-04 18 2.08840030E-03 14 1.27136875E-02 19 5.09565976E-03
 5649 1 17 0.00000000E+00 24 0.398378432 27 0.374738187 26 0.127474040 25 9.06891599E-02 28 -7.60815060E-03 22 -2.60728337E-02 23 8.28004554E-02 29 -2.83762719E-02 20 -1.33862346E-02 30 2.36669555E-02 21 -9.07018688E-03 31 -7.44429603E-03 18 9.54927527E-05 19 -3.14481929E-03 17 -2.50627333E-03 16 -1.02439866E-04 15 -1.31217093E-04
 5650 1 17 0.00000000E+00 24 0.417698622 27 0.362500161 25 0.118588001 26 9.84070897E-02 28 -8.53465521E-04 22 -2.84501147E-02 23 6.64617345E-02 29 -2.86954083E-02 20 -1.53104831E-02 30 3.06984987E-02 21 -8.07642378E-03 31 -7.46207451E-03 18 -6.29830640E-04 19 -2.56952154E-03 17 -2.08797888E-03 16 4.20975921E-05 15 -2.60882342E-04
 5713 1 17 0.00000000E+00 27 0.432716608 26 0.202566713 24 0.299098492 28 -1.82845797E-02 25 5.23858853E-02 23 9.95557606E-02 29 -2.70654541E-02 22 -1.97579432E-02 30 1.32100610E-02 20 -9.94618610E-03 21 -9.70321614E-03 31 -7.85878114E-03 18 6.98763542E-05 19 -3.57595645E-03 17 -2.94321147E-03 16 -2.68250325E-04 15 -1.99797534E-04
 5715 1 17 0.00000000E+00 27 0.432645470 24 0.344652414 26 0.124878824 28 -5.24348766E-03 25 9.54325572E-02 29 -3.01661901E-02 22 -2.55034547E-02 23 7.08991215E-02 20 -1.32510234E-02 30 2.78829858E-02 21 -8.42829607E-03 31 -7.88788404E-03 18 -5.74216770E-04 19 -2.75465334E-03 17 -2.31998251E-03 16 -1.03319171E-05 15 -2.51850317E-04
 5724 1 14 0.00000000E+00 25 0.513099432 24 0.225698277 27 0.189574167 22 -2.76049636E-02 28 3.92558910E-02 20 -1.73870400E-02 30 0.108134113 26 -2.34551355E-03 29 -2.30214335E-02 23 1.20904442E-04 31 -6.02667592E-03 21 -1.58475945E-03 18 -8.94030207E-04 19 2.98164785E-03
 5725 1 14 0.00000000E+00 25 0.568438292 24 0.184962258 27 0.164097369 22 -2.89288647E-02 20 -1.32223219E-02 28 3.79134938E-02 30 0.114991672 26 -4.27965960E-03 29 -2.08370797E-02 23 -1.26037921E-03 31 -4.96441917E-03 21 -1.08002208E-03 18 2.04878757E-04 19 3.96478875E-03
 5726 1 14 0.00000000E+00 25 0.617847562 24 0.144915357 22 -3.07472013E-02 27 0.140906423 20 -7.14527164E-03 28 3.58306952E-02 30 0.121658973 26 -5.17110433E-03 29 -1.86024345E-02 23 -1.96969206E-03 31 -3.58771859E-03 21 -5.93940902E-04 18 1.53096556E-03 19 5.12738526E-03
 5778 1 17 0.00000000E+00 27 0.475360870 26 0.250597537 24 0.230547726 28 -2.18645353E-02 29 -2.33792327E-02 23 9.26728100E-02 25 3.70701589E-02 22 -1.59442034E-02 30 7.59980083E-03 21 -9.04936623E-03 31 -8.12523253E-03 20 -8.15100782E-03 19 -3.32843582E-03 18 -4.07636253E-04 17 -2.93221581E-03 16 -2.83187546E-04 15 -3.83833103E-04
 5779 1 17 0.00000000E+00 27 0.495672315 26 0.198578730 24 0.253228396 28 -1.78226940E-02 29 -2.63710022E-02 25 5.27946241E-02 23 8.14812854E-02 22 -1.86572056E-02 30 1.41985463E-02 20 -9.50486772E-03 21 -8.79540015E-03 31 -8.05591419E-03 18 -4.05418803E-04 19 -3.08255060E-03 17 -2.73447810E-03 16 -1.79819457E-04 15 -3.44539469E-04
 5781 1 17 0.00000000E+00 27 0.493847638 24 0.292847931 26 0.117289253 28 -1.73568563E-03 25 9.63773653E-02 29 -3.14841643E-02 22 -2.41380483E-02 23 5.89873381E-02 30 3.20180207E-02 20 -1.26074869E-02 31 -8.08927137E-03 21 -7.66232610E-03 18 -9.43944615E-04 19 -2.38457834E-03 17 -2.11067917E-03 16 6.74287585E-05 15 -2.78798398E-04
 5788 1 14 0.00000000E+00 25 0.381266624 24 0.263099611 27 0.275094032 28 4.98332419E-02 22 -3.07300612E-02 26 2.55238893E-03 30 0.112698823 20 -1.86452288E-02 29 -3.03098634E-02 23 5.57361357E-03 31 -7.88909569E-03 21 -2.67795287E-03 18 -1.64728367E-03 19 1.78114278E-03
 5789 1 14 0.00000000E+00 25 0.433054835 24 0.234362811 27 0.242789492 22 -3.09692565E-02 28 5.03299534E-02 30 0.122787446 20 -1.69895478E-02 26 -1.83869444E-03 29 -2.83142831E-02 23 2.49193958E-03 31 -7.32230255E-03 21 -2.10539368E-03 18 -9.60390666E-04 19 2.68340926E-03
 5790 1 14 0.00000000E+00 25 0.483993113 24 0.202404827 27 0.212705359 22 -3.16178538E-02 28 4.94052395E-02 30 0.132130548 20 -1.41145168E-02 26 -4.68467735E-03 29 -2.61196159E-02 23 3.48146626E-04 31 -6.51127798E-03 21 -1.56745606E-03 18 -4.63586985E-05 19 3.67453671E-03
 5834 1 17 0.00000000E+00 26 0.797634780 27 -1.06023496E-03 23 0.123902842 28 -1.18521545E-02 29 1.22902319E-02 21 4.06483002E-02 24 1.67593993E-02 19 1.04925819E-02 18 -2.15410665E-02 31 9.43374913E-03 25 8.82885826E-04 17 1.81460027E-02 22 -2.16769450E-03 30 1.35200948E-03 16 -1.15862422E-04 20 3.94960726E-03 15 1.24464952E-03
