points0.pts
zone0.inf
 76 136
 22
HK_QA0
HK_QA1
HK_QA2
HK_QA3
HK_QA4
HK_QA5
HK_QA6
HK_QA7
HK_QA8
HK_QA9
HK_QA10
HK_QA11
HK_QA12
HK_QA13
HK_QA14
HK_QA15
HK_QA16
HK_QA17
HK_QA18
HK_QA19
HK_QA20
HK_QA21
 85 1 6 0.00000000E+00 1 1.00000000 2 0.00000000E+00 3 0.00000000E+00 4 0.00000000E+00 5 0.00000000E+00 6 0.00000000E+00
 86 1 6 0.00000000E+00 1 0.922131181 2 1.60149764E-02 3 5.11887223E-02 4 -3.17353033E-03 5 1.32298954E-02 6 6.08771690E-04
 159 1 6 0.00000000E+00 1 0.709075034 2 0.292011708 3 -1.09210713E-02 4 -1.66083686E-03 5 3.80109274E-03 6 7.69408001E-03
 160 1 6 0.00000000E+00 1 0.791184425 2 0.200457841 3 8.24012794E-03 4 -3.23162717E-03 5 1.40224141E-03 6 1.94699748E-03
 161 1 6 0.00000000E+00 1 0.846198618 2 0.121185720 3 3.65826376E-02 4 -4.57716640E-03 5 2.67636683E-03 6 -2.06615054E-03
 162 1 6 0.00000000E+00 1 0.830384731 2 8.74439627E-02 3 8.08100626E-02 4 -6.61408016E-03 5 1.11885210E-02 6 -3.21318838E-03
 163 1 6 0.00000000E+00 1 0.783557892 2 7.38798082E-02 3 0.130269334 4 -8.44166614E-03 5 2.36682538E-02 6 -2.93358951E-03
 164 1 6 0.00000000E+00 1 0.734185994 2 6.26056194E-02 3 0.177066162 4 -9.37207881E-03 5 3.77717763E-02 6 -2.25748261E-03
 165 1 6 0.00000000E+00 1 0.687949657 2 5.11561669E-02 3 0.218546003 4 -9.20812134E-03 5 5.30045517E-02 6 -1.44822616E-03
 234 1 6 0.00000000E+00 1 0.528643072 2 0.473644108 3 -1.68856438E-02 4 -1.11449824E-03 5 5.01033058E-03 6 1.07026650E-02
 235 1 6 0.00000000E+00 1 0.592390060 2 0.400097370 3 4.93704015E-03 4 -4.26198309E-03 5 2.51851487E-03 6 4.31897677E-03
 236 1 6 0.00000000E+00 1 0.655244946 2 0.315532595 3 3.46558988E-02 4 -6.51193038E-03 5 1.74893299E-03 6 -6.70407608E-04
 237 1 6 0.00000000E+00 1 0.697322965 2 0.237561435 3 7.31737986E-02 4 -8.36003292E-03 5 4.29665204E-03 6 -3.99479968E-03
 238 1 6 0.00000000E+00 1 0.704030871 2 0.180310711 3 0.120053269 4 -1.01475446E-02 5 1.13154743E-02 6 -5.56277204E-03
 239 1 6 0.00000000E+00 1 0.684374630 2 0.140691563 3 0.170411497 4 -1.16100060E-02 5 2.20584776E-02 6 -5.92616713E-03
 240 1 6 0.00000000E+00 1 0.653615654 2 0.110378362 3 0.218720198 4 -1.22732557E-02 5 3.52853797E-02 6 -5.72633184E-03
 241 1 6 0.00000000E+00 1 0.620025098 2 8.52082595E-02 3 0.261556715 4 -1.18048526E-02 5 5.03186733E-02 6 -5.30391606E-03
 309 1 6 0.00000000E+00 2 0.634073913 1 0.368237704 3 -2.65231039E-02 4 2.65149912E-03 5 6.22185227E-03 6 1.53381415E-02
 310 1 6 0.00000000E+00 2 0.591143847 1 0.408216685 3 -7.96798896E-03 4 -2.54661660E-03 5 3.58820427E-03 6 7.56590487E-03
 311 1 6 0.00000000E+00 2 0.520902991 1 0.460023701 3 2.19277367E-02 4 -6.28837105E-03 5 1.89709070E-03 6 1.53684418E-03
 312 1 6 0.00000000E+00 1 0.513706923 2 0.433790267 3 6.22008592E-02 4 -8.89045186E-03 5 1.95763283E-03 6 -2.76525016E-03
 313 1 6 0.00000000E+00 1 0.554983258 2 0.346392661 3 0.110350862 4 -1.09471884E-02 5 4.79333196E-03 6 -5.57295885E-03
 314 1 6 0.00000000E+00 1 0.574828267 2 0.270708203 3 0.163331434 4 -1.27634685E-02 5 1.10567538E-02 6 -7.16118747E-03
 315 1 6 0.00000000E+00 1 0.574664056 2 0.209576219 3 0.217198461 4 -1.41791450E-02 5 2.06419863E-02 6 -7.90155958E-03
 316 1 6 0.00000000E+00 1 0.561512172 2 0.160551697 3 0.267841250 4 -1.47658521E-02 5 3.30343060E-02 6 -8.17356538E-03
 317 1 6 0.00000000E+00 1 0.541752040 2 0.120764293 3 0.312042087 4 -1.40886446E-02 5 4.77645360E-02 6 -8.23428016E-03
 318 1 6 0.00000000E+00 1 0.519450605 3 0.347775370 2 8.83454084E-02 4 -1.18650952E-02 5 6.44993708E-02 6 -8.20564851E-03
 385 1 6 0.00000000E+00 2 0.748572648 1 0.253045112 3 -2.23748200E-02 4 3.26475617E-03 5 4.49955650E-03 6 1.29927145E-02
 386 1 6 0.00000000E+00 2 0.719492912 1 0.277310848 3 -9.44201718E-04 4 -3.10445181E-03 5 2.45724781E-03 6 4.78763971E-03
 387 1 6 0.00000000E+00 2 0.646117866 1 0.322585791 3 3.80287506E-02 4 -7.11226929E-03 5 1.15999323E-03 6 -7.80132425E-04
 388 1 6 0.00000000E+00 2 0.545885801 1 0.376255065 3 9.02986899E-02 4 -9.59642325E-03 5 1.39751821E-03 6 -4.24067536E-03
 389 1 6 0.00000000E+00 2 0.442693233 1 0.422185689 3 0.149210066 4 -1.16991056E-02 5 4.07374138E-03 6 -6.46362454E-03
 390 1 6 0.00000000E+00 1 0.452203691 2 0.349582225 3 0.210173652 4 -1.37724495E-02 5 9.74014401E-03 6 -7.92726595E-03
 391 1 6 0.00000000E+00 1 0.465763152 2 0.270670027 3 0.269496500 4 -1.55445188E-02 5 1.85247362E-02 6 -8.90991557E-03
 392 1 6 0.00000000E+00 1 0.466522485 2 0.205566391 3 0.323683709 4 -1.64299384E-02 5 3.02837342E-02 6 -9.62639041E-03
 393 1 6 0.00000000E+00 1 0.459028453 3 0.369705349 2 0.152501985 4 -1.57947596E-02 5 4.47878242E-02 6 -1.02288555E-02
 394 1 6 0.00000000E+00 1 0.447014958 3 0.405427605 2 0.109738126 4 -1.31848054E-02 5 6.17952384E-02 6 -1.07911108E-02
 395 1 6 0.00000000E+00 3 0.429890573 1 0.433044553 2 7.58365244E-02 4 -8.49089865E-03 5 8.10302943E-02 6 -1.13110682E-02
 461 1 6 0.00000000E+00 2 0.860116720 1 0.137520477 3 -1.78169571E-02 4 5.82629815E-03 5 2.74490146E-03 6 1.16085391E-02
 462 1 6 0.00000000E+00 2 0.856150091 1 0.140385047 3 2.27662595E-03 4 -2.39098608E-03 5 1.30463822E-03 6 2.27455795E-03
 463 1 6 0.00000000E+00 2 0.765157878 1 0.189012796 3 5.39824516E-02 4 -5.74409869E-03 5 -1.24207581E-04 6 -2.28482904E-03
 464 1 6 0.00000000E+00 2 0.639802694 1 0.251277715 3 0.121124901 4 -7.44998688E-03 5 -2.37022803E-04 6 -4.51831892E-03
 465 1 6 0.00000000E+00 2 0.518347859 1 0.303876847 3 0.191558093 4 -9.63779911E-03 5 2.01458810E-03 6 -6.15959009E-03
 466 1 6 0.00000000E+00 2 0.410204530 1 0.341389179 3 0.261241138 4 -1.23792160E-02 5 7.10021518E-03 6 -7.55586289E-03
 467 1 6 0.00000000E+00 2 0.317474782 1 0.364059061 3 0.327122122 4 -1.50836380E-02 5 1.52421994E-02 6 -8.81450716E-03
 468 1 6 0.00000000E+00 1 0.374627292 2 0.239800751 3 0.385918647 4 -1.68426074E-02 5 2.65150126E-02 6 -1.00191012E-02
 469 1 6 0.00000000E+00 3 0.434391499 1 0.376636147 2 0.175980583 4 -1.66733935E-02 5 4.09040526E-02 6 -1.12388972E-02
 470 1 6 0.00000000E+00 3 0.470044255 1 0.373342842 2 0.124636620 4 -1.38298320E-02 5 5.83075583E-02 6 -1.25014503E-02
 471 1 6 0.00000000E+00 3 0.491810292 1 0.367222846 2 8.43502283E-02 4 -8.10693763E-03 5 7.84944668E-02 6 -1.37708941E-02
 538 1 6 0.00000000E+00 2 1.00000000 1 0.00000000E+00 3 0.00000000E+00 4 0.00000000E+00 5 0.00000000E+00 6 0.00000000E+00
 539 1 6 0.00000000E+00 2 0.841237187 1 8.22326392E-02 3 7.96288624E-02 4 6.70852547E-04 5 -2.65274616E-03 6 -1.11677777E-03
