points0.pts
zone0.inf
 66 136
 31
SS_QA0
SS_QA1
SS_QA2
SS_QA3
SS_QA4
SS_QA5
SS_QA6
SS_QA7
SS_QA8
SS_QA9
SS_QA10
SS_QA11
SS_QA12
SS_QA13
SS_QA14
SS_QA15
SS_QA16
SS_QA17
SS_QA18
SS_QA19
SS_QA20
SS_QA21
SS_QA22
SS_QA23
SS_QA24
SS_QA25
SS_QA26
SS_QA27
SS_QA28
SS_QA29
SS_QA30
 739 1 12 0.00000000E+00 4 0.481227338 5 7.19433501E-02 3 0.248918787 6 0.152731717 2 3.84541936E-02 1 -1.16185639E-02 7 8.57241377E-02 9 -2.24335808E-02 8 -2.31537260E-02 10 -6.20950805E-03 11 -7.17614871E-03 12 -8.40799510E-03
 740 1 12 0.00000000E+00 4 0.548311174 5 0.113388143 3 0.172504127 6 0.149678886 2 2.56783757E-02 1 -1.40405465E-02 7 6.62943721E-02 8 -2.11229697E-02 9 -1.97256263E-02 10 -6.45220699E-03 11 -6.15819218E-03 12 -8.35551880E-03
 741 1 12 0.00000000E+00 4 0.587503135 5 0.180745959 6 0.134379044 3 0.107751422 2 1.24287643E-02 7 4.64010611E-02 1 -1.68488063E-02 8 -1.78079214E-02 9 -1.57327373E-02 10 -6.28240220E-03 11 -4.83431388E-03 12 -7.70318694E-03
 742 1 12 0.00000000E+00 4 0.568567634 5 0.292801887 6 0.106945671 3 5.78248203E-02 2 2.32640700E-03 7 2.84596663E-02 8 -1.41196726E-02 1 -1.65815484E-02 9 -1.11795943E-02 10 -5.49337640E-03 11 -3.41683463E-03 12 -6.13506278E-03
 743 1 12 0.00000000E+00 4 0.472507328 5 0.459602833 6 6.87589273E-02 3 2.46102978E-02 2 -2.25884118E-03 8 -1.08565129E-02 7 1.42140845E-02 1 -1.06670158E-02 9 -6.67238887E-03 10 -3.75940790E-03 11 -2.15017120E-03 12 -3.32912407E-03
 803 1 12 0.00000000E+00 3 0.419090688 4 0.281191319 2 2.32411791E-02 6 0.171332598 5 4.07787412E-02 7 0.160820737 1 -2.18842868E-02 9 -2.51891799E-02 8 -2.70701144E-02 10 -5.41052502E-03 11 -1.00041088E-02 12 -6.89702621E-03
 804 1 12 0.00000000E+00 4 0.342733622 3 0.330951750 5 6.51528612E-02 6 0.196051687 2 2.45736651E-02 7 0.141633838 1 -2.14465186E-02 9 -2.72741970E-02 8 -2.80236937E-02 10 -6.26050495E-03 11 -9.87358671E-03 12 -8.21891055E-03
 805 1 12 0.00000000E+00 4 0.396646619 5 0.102291249 3 0.250478268 6 0.213151082 2 2.09543407E-02 7 0.117596090 1 -2.15686597E-02 9 -2.69173663E-02 8 -2.73441095E-02 10 -6.94089616E-03 11 -9.36904922E-03 12 -8.97757895E-03
 806 1 12 0.00000000E+00 4 0.434106052 5 0.158810213 6 0.218834877 3 0.179445758 2 1.43383499E-02 7 9.10148099E-02 1 -2.21924409E-02 8 -2.46765409E-02 9 -2.45823450E-02 10 -7.38343922E-03 11 -8.51559360E-03 12 -9.19969007E-03
 807 1 12 0.00000000E+00 4 0.441629767 5 0.244391546 6 0.209659159 3 0.119465783 2 7.01920688E-03 7 6.46607801E-02 8 -2.00009439E-02 1 -2.23260578E-02 9 -2.08229069E-02 10 -7.48242484E-03 11 -7.35370349E-03 12 -8.84020794E-03
 808 1 12 0.00000000E+00 4 0.403286248 5 0.370095193 6 0.183315367 3 7.21486956E-02 2 1.23569695E-03 7 4.11713384E-02 8 -1.38542484E-02 1 -2.04063859E-02 9 -1.61983855E-02 10 -7.06751924E-03 11 -5.93760004E-03 12 -7.78842345E-03
 809 1 12 0.00000000E+00 5 0.541737318 4 0.310833275 6 0.138965294 8 -7.34853325E-03 3 3.78764421E-02 7 2.23479532E-02 2 -1.65863498E-03 1 -1.55039839E-02 9 -1.11151496E-02 10 -5.88921783E-03 11 -4.28975886E-03 12 -5.95498318E-03
 810 1 12 0.00000000E+00 5 0.754924059 4 0.171460599 6 7.71822408E-02 8 -2.05768691E-03 3 1.48050059E-02 7 8.75495747E-03 2 -1.77464995E-03 10 -3.63835180E-03 1 -8.24058708E-03 9 -5.71852503E-03 11 -2.35038670E-03 12 -3.34666506E-03
 811 1 12 0.00000000E+00 5 1.00000000 4 0.00000000E+00 6 0.00000000E+00 8 0.00000000E+00 3 0.00000000E+00 7 0.00000000E+00 2 0.00000000E+00 10 0.00000000E+00 1 0.00000000E+00 9 0.00000000E+00 11 0.00000000E+00 12 0.00000000E+00
 871 1 13 0.00000000E+00 4 0.313976020 6 0.281094819 5 0.118360579 3 0.239909112 7 0.152825683 2 8.99521261E-03 9 -2.82319058E-02 1 -2.49301530E-02 8 -3.07377446E-02 10 -7.27494154E-03 11 -9.82697308E-03 12 -7.42415152E-03 13 -6.73556514E-03
 872 1 13 0.00000000E+00 4 0.330763042 5 0.179747313 6 0.299377322 3 0.175813511 7 0.116895318 2 6.26401929E-03 8 -2.67546531E-02 9 -2.60621328E-02 1 -2.44808085E-02 10 -7.76247494E-03 11 -9.22230817E-03 12 -7.75526045E-03 13 -6.82285940E-03
 873 1 12 0.00000000E+00 4 0.321509957 5 0.267678499 6 0.300502151 3 0.120907828 7 8.18908736E-02 2 2.68701627E-03 8 -1.90149378E-02 9 -2.52092630E-02 1 -2.40651518E-02 10 -7.81410746E-03 11 -1.00712245E-02 12 -9.00162384E-03
 874 1 12 0.00000000E+00 5 0.388198227 4 0.278521180 6 0.279456824 3 7.69939795E-02 7 5.13127558E-02 8 -7.47890864E-03 2 -2.45873118E-04 9 -2.06058621E-02 1 -2.14633625E-02 10 -7.42585305E-03 11 -9.11394600E-03 12 -8.14917125E-03
 875 1 12 0.00000000E+00 5 0.540963531 4 0.199818522 6 0.235569745 8 7.62148341E-03 7 2.72187050E-02 3 4.38757688E-02 2 -1.76830031E-03 9 -1.54901696E-02 10 -6.04738109E-03 1 -1.70988254E-02 11 -8.13839119E-03 12 -6.52470067E-03
 876 1 12 0.00000000E+00 5 0.710864127 4 9.61457193E-02 6 0.173889697 8 2.61406060E-02 7 9.97427292E-03 3 2.03576218E-02 2 -1.83070975E-03 10 -2.73519359E-03 9 -1.03274751E-02 11 -7.68516865E-03 1 -1.11052757E-02 12 -3.68818850E-03
 938 1 13 0.00000000E+00 6 0.389899194 4 0.243722022 5 0.173947155 7 0.142793804 3 0.161972269 2 8.82545253E-04 8 -2.76299194E-02 9 -2.90676672E-02 1 -2.41328087E-02 10 -7.42691895E-03 11 -1.10683646E-02 12 -7.15859607E-03 13 -6.73272647E-03
 939 1 13 0.00000000E+00 6 0.405754179 5 0.252815366 4 0.227619141 7 9.68108997E-02 3 0.113235824 8 -1.63722038E-02 9 -2.56254114E-02 2 -3.17861472E-04 1 -2.22894754E-02 10 -7.45693734E-03 11 -1.09107066E-02 12 -6.97248848E-03 13 -6.29032357E-03
 940 1 13 0.00000000E+00 5 0.355685323 6 0.393990487 4 0.188684374 7 5.75621501E-02 8 2.55237613E-03 3 7.35382438E-02 9 -2.14898866E-02 2 -1.47600286E-03 10 -6.91256393E-03 1 -1.95348840E-02 11 -1.08842785E-02 12 -6.25506788E-03 13 -5.46025578E-03
 941 1 13 0.00000000E+00 5 0.477374285 6 0.352900565 4 0.129419222 8 2.98449919E-02 7 2.78495979E-02 3 4.30854037E-02 9 -1.70812476E-02 2 -2.11242144E-03 10 -5.14755864E-03 11 -1.12649528E-02 1 -1.57443285E-02 12 -4.74306708E-03 13 -4.38046455E-03
 942 1 12 0.00000000E+00 5 0.598511696 6 0.290757537 4 6.15967661E-02 8 6.52684867E-02 7 7.55195273E-03 3 2.08303519E-02 10 -7.64154131E-04 9 -1.42481923E-02 2 -2.20418489E-03 11 -1.36437565E-02 1 -1.12126684E-02 12 -2.44382140E-03
 943 1 12 0.00000000E+00 5 0.682498515 6 0.223893881 4 8.36694241E-03 8 0.108894669 7 -5.45368856E-03 10 8.18505976E-03 3 5.45107573E-03 11 -1.76173002E-02 9 -1.06377285E-02 2 -2.04062741E-03 1 -4.99120168E-03 12 3.45040439E-03
 1004 1 13 0.00000000E+00 6 0.485963672 5 0.145679489 4 0.172980502 7 0.167978466 3 0.140142605 9 -2.97836363E-02 8 -2.82956325E-02 2 -2.21747649E-03 1 -2.14955956E-02 10 -6.64085941E-03 11 -1.17112100E-02 12 -6.18315255E-03 13 -6.41718414E-03
 1005 1 13 0.00000000E+00 6 0.523568213 5 0.208147660 4 0.155136362 7 0.107789829 8 -1.41386567E-02 3 9.73939151E-02 9 -2.63587777E-02 2 -2.09417357E-03 10 -6.42125914E-03 11 -1.21395206E-02 1 -1.92215014E-02 12 -5.80713432E-03 13 -5.85495122E-03
 1006 1 13 0.00000000E+00 6 0.524506032 5 0.288906544 4 0.123200908 7 5.80983944E-02 8 1.24518033E-02 3 6.25260249E-02 9 -2.24914141E-02 2 -2.19207979E-03 10 -5.81267057E-03 11 -1.28063262E-02 1 -1.64241679E-02 12 -4.97910241E-03 13 -4.98396764E-03
 1007 1 13 0.00000000E+00 6 0.482918918 5 0.382735282 4 8.11329931E-02 8 5.34751005E-02 7 2.31906585E-02 9 -1.83791369E-02 3 3.60245518E-02 10 -4.20535961E-03 11 -1.39107993E-02 2 -2.28531589E-03 1 -1.31926211E-02 12 -3.48225422E-03 13 -4.02202597E-03
 1008 1 13 0.00000000E+00 5 0.473804623 6 0.410191149 4 3.72753479E-02 8 0.106294915 7 1.75639428E-03 10 -2.78018197E-05 9 -1.46338735E-02 3 1.70178320E-02 11 -1.64410025E-02 2 -2.27857986E-03 1 -9.37481970E-03 12 -6.63418439E-04 13 -2.92078196E-03
 1009 1 13 0.00000000E+00 5 0.540503740 6 0.326446980 4 2.95817503E-03 8 0.165651739 7 -1.04958648E-02 10 8.81165545E-03 11 -2.16052607E-02 9 -1.20069468E-02 3 3.86065873E-03 2 -2.23149406E-03 1 -4.75708721E-03 12 4.35192091E-03 13 -1.48818910E-03
 1010 1 13 0.00000000E+00 5 0.569503844 6 0.247397855 8 0.225324795 4 -1.41763380E-02 10 2.39919890E-02 7 -1.73524637E-02 11 -2.98371725E-02 9 -1.08209448E-02 3 -5.05242171E-03 2 -2.24896520E-03 1 6.85784675E-04 12 1.21786632E-02 13 4.05378290E-04
 1070 1 13 0.00000000E+00 6 0.579473495 5 0.102339000 7 0.192253292 4 0.116438389 9 -2.64764298E-02 8 -2.87965722E-02 3 0.112683117 2 -3.56248370E-03 10 -5.70472935E-03 11 -1.01230247E-02 1 -1.74645856E-02 12 -5.09348372E-03 13 -5.96600957E-03
 1071 1 13 0.00000000E+00 6 0.649258316 5 0.143946156 4 9.87482220E-02 7 0.113430321 8 -1.45785557E-02 9 -2.33078860E-02 3 7.55623654E-02 2 -2.68668821E-03 10 -5.01905754E-03 11 -1.11677088E-02 1 -1.47415819E-02 12 -4.39024670E-03 13 -5.05367713E-03
 1072 1 13 0.00000000E+00 6 0.668858588 5 0.201973915 4 7.33562857E-02 7 5.07139415E-02 8 1.79718565E-02 9 -2.01624520E-02 3 4.56326120E-02 10 -4.43801470E-03 11 -1.23721771E-02 2 -2.16792128E-03 1 -1.19239129E-02 12 -3.44779412E-03 13 -3.99489701E-03
 1073 1 13 0.00000000E+00 6 0.618871391 5 0.275788784 4 4.46683653E-02 8 7.47129396E-02 7 1.24763027E-02 9 -1.64058190E-02 10 -3.85999610E-03 11 -1.33868810E-02 3 2.41563637E-02 2 -2.00925162E-03 1 -9.47357994E-03 12 -2.31649005E-03 13 -3.22214281E-03
 1074 1 13 0.00000000E+00 6 0.522717118 5 0.350759536 8 0.147969067 4 1.71824377E-02 7 -6.71617500E-03 10 -1.14555890E-03 9 -1.29308533E-02 11 -1.58312730E-02 3 9.70653165E-03 2 -2.02982151E-03 1 -6.96181972E-03 12 -1.77670867E-04 13 -2.54153227E-03
 1075 1 13 0.00000000E+00 6 0.414131880 5 0.409435749 8 0.225796536 4 -4.21533640E-03 10 6.51082816E-03 7 -1.59688741E-02 11 -2.14297362E-02 9 -1.08141350E-02 3 5.58905049E-05 2 -2.07795133E-03 1 -3.81309073E-03 12 3.98041261E-03 13 -1.59217697E-03
 1136 1 13 0.00000000E+00 6 0.653488934 7 0.217195213 5 5.38608059E-02 9 -1.63109377E-02 4 7.22016022E-02 8 -2.64117923E-02 3 8.24943632E-02 11 -4.80013434E-03 2 -3.71446880E-03 10 -5.23118488E-03 1 -1.29520688E-02 12 -4.28551855E-03 13 -5.53483237E-03
 1137 1 13 0.00000000E+00 6 0.770306170 5 7.10458606E-02 7 0.114168450 4 5.45919538E-02 8 -1.70964804E-02 9 -1.41212018E-02 3 5.01871556E-02 10 -3.66274617E-03 11 -6.47653081E-03 2 -2.36602407E-03 1 -9.54987574E-03 12 -3.06265848E-03 13 -3.96407535E-03
 1138 1 13 0.00000000E+00 6 0.826924205 5 0.103870668 7 3.25034335E-02 8 1.51596963E-02 4 3.34468670E-02 9 -1.31431017E-02 10 -2.65480881E-03 11 -8.46253894E-03 3 2.43133083E-02 2 -1.40518963E-03 1 -6.36545802E-03 12 -1.79117941E-03 13 -2.39589601E-03
 1139 1 13 0.00000000E+00 6 0.748106420 5 0.168085828 8 9.33542475E-02 4 1.58411376E-02 7 -2.76114419E-03 9 -9.58871096E-03 10 -4.46025282E-03 11 -7.75079057E-03 3 9.33127850E-03 2 -1.31332141E-03 1 -5.17548900E-03 12 -1.60708453E-03 13 -2.06210231E-03
 1140 1 13 0.00000000E+00 6 0.611865222 5 0.237379298 8 0.192174569 4 8.32622289E-04 7 -1.44306784E-02 10 -4.63333074E-03 9 -6.50319038E-03 11 -8.94117914E-03 3 7.97022542E-04 2 -1.53376570E-03 1 -4.29968117E-03 12 -6.82494720E-04 13 -2.02442636E-03
 1141 1 13 0.00000000E+00 6 0.475125194 5 0.291996211 8 0.291143805 4 -1.09466966E-02 10 8.13227089E-04 7 -1.92922559E-02 11 -1.49771823E-02 9 -5.66838402E-03 3 -4.67470475E-03 2 -1.71222212E-03 1 -2.60315789E-03 12 2.39813910E-03 13 -1.60196808E-03
 1142 1 13 0.00000000E+00 6 0.352378696 8 0.380224109 5 0.326646954 10 1.46141974E-02 4 -1.74971074E-02 11 -2.57737190E-02 7 -2.13969965E-02 9 -6.71915431E-03 3 -8.17719661E-03 2 -1.81762944E-03 1 2.88879255E-05 12 8.17970093E-03 13 -6.90743793E-04
 1203 1 13 0.00000000E+00 6 0.832861304 7 0.122391991 5 9.57232993E-03 8 -7.90683925E-03 9 6.02870388E-03 4 2.26992127E-02 11 5.58642996E-03 10 -4.36317408E-03 3 2.61348151E-02 2 -1.74386066E-03 1 -5.22194244E-03 12 -2.88123358E-03 13 -3.15772509E-03
 1204 1 13 0.00000000E+00 6 1.00000000 5 0.00000000E+00 7 0.00000000E+00 8 0.00000000E+00 9 0.00000000E+00 4 0.00000000E+00 10 0.00000000E+00 11 0.00000000E+00 3 0.00000000E+00 2 0.00000000E+00 1 0.00000000E+00 12 0.00000000E+00 13 0.00000000E+00
 1205 1 13 0.00000000E+00 6 0.817157745 8 0.121938035 5 7.85489306E-02 7 -8.21957458E-03 4 -4.47619380E-03 9 5.57338772E-03 10 -7.62272486E-03 11 7.18316995E-03 3 -4.17797873E-03 2 -6.30932220E-04 1 -1.77653553E-03 12 -2.36670091E-03 13 -1.13063282E-03
 1206 1 13 0.00000000E+00 6 0.648609996 8 0.243849009 5 0.143576846 7 -1.37621639E-02 4 -1.04971202E-02 10 -1.09184133E-02 11 7.37280166E-03 9 6.56794850E-03 3 -7.11826282E-03 2 -1.05420256E-03 1 -2.29929783E-03 12 -2.68087373E-03 13 -1.64625631E-03
 1207 1 13 0.00000000E+00 6 0.495797217 8 0.362226546 5 0.192309603 10 -8.19364469E-03 4 -1.55657334E-02 7 -1.70459338E-02 11 2.10598286E-04 9 4.32721293E-03 3 -8.87613185E-03 2 -1.30395661E-03 1 -1.68938620E-03 12 -5.88105817E-04 13 -1.60826347E-03
 1208 1 13 0.00000000E+00 8 0.469540656 6 0.360858649 5 0.224210814 10 3.39986198E-03 11 -1.35996109E-02 4 -1.79382898E-02 7 -1.86204556E-02 9 1.48521125E-04 3 -9.66983661E-03 2 -1.42774673E-03 12 4.24781768E-03 1 -8.97664577E-05 13 -1.06062344E-03
 1209 1 13 0.00000000E+00 8 0.552616775 6 0.246895090 5 0.241780624 10 2.83841714E-02 11 -3.18243057E-02 4 -1.71176083E-02 7 -1.90756228E-02 9 -4.70796134E-03 3 -9.87525098E-03 12 1.21175526E-02 2 -1.47729262E-03 1 2.35173712E-03 13 -6.79156510E-05
 1263 1 13 0.00000000E+00 7 0.745788693 9 1.49801653E-02 6 9.26656798E-02 3 0.149909794 4 2.41245516E-02 5 3.10705975E-03 2 -4.97331843E-03 8 -1.95495710E-02 11 -1.45417908E-02 1 -3.62366298E-03 10 -5.08089492E-04 13 1.04671232E-02 12 2.15336122E-03
 1268 1 13 0.00000000E+00 6 0.634439409 7 0.280298561 9 4.29104380E-02 8 1.23971803E-02 5 -1.12720821E-02 4 1.80925541E-02 11 2.50389110E-02 10 -9.69671272E-03 3 2.82370616E-02 2 -2.75326823E-03 1 -6.53516827E-03 12 -5.65432850E-03 13 -5.50254481E-03
 1269 1 13 0.00000000E+00 6 0.762451053 7 0.156214356 9 4.32183966E-02 8 3.36388983E-02 5 -1.62511878E-02 4 5.46457805E-03 11 2.96820570E-02 10 -9.94548760E-03 3 9.48281493E-03 2 -1.59059989E-03 1 -3.74908163E-03 12 -5.22868568E-03 13 -3.38709541E-03
 1270 1 13 0.00000000E+00 6 0.826884806 7 6.09873421E-02 8 8.11630338E-02 5 -8.34796298E-03 9 3.80223505E-02 4 -6.90461975E-03 11 3.28489095E-02 10 -1.10132163E-02 3 -5.13188727E-03 2 -6.83246413E-04 1 -1.35887635E-03 12 -4.92272060E-03 13 -1.54392491E-03
 1271 1 13 0.00000000E+00 6 0.751945078 8 0.178899199 5 3.02625522E-02 7 1.71190128E-02 9 3.33106220E-02 10 -1.54361380E-02 11 3.68167274E-02 4 -1.30405361E-02 3 -1.09349275E-02 2 -5.97843376E-04 1 -1.19003316E-03 12 -5.91453491E-03 13 -1.23915717E-03
 1272 1 13 0.00000000E+00 6 0.614753008 8 0.302752286 5 7.63433203E-02 7 8.95854319E-05 10 -1.92087814E-02 11 3.61386724E-02 9 2.74489373E-02 4 -1.59412436E-02 3 -1.20677520E-02 2 -8.16058950E-04 1 -1.58400170E-03 12 -6.40534749E-03 13 -1.50262541E-03
 1273 1 13 0.00000000E+00 6 0.471379250 8 0.433465838 5 0.113246806 10 -1.87682249E-02 11 2.69568004E-02 7 -7.96674285E-03 9 1.95049997E-02 4 -1.73252393E-02 3 -1.15793897E-02 2 -9.80387675E-04 12 -4.96251509E-03 1 -1.39164575E-03 13 -1.57954777E-03
 1274 1 13 0.00000000E+00 8 0.560394466 6 0.336466700 5 0.137529314 10 -1.09119611E-02 11 8.74654949E-03 7 -1.18019134E-02 4 -1.68091543E-02 9 1.03653418E-02 3 -1.02689667E-02 12 -9.46427521E-04 2 -1.04456907E-03 1 -4.44091362E-04 13 -1.27526582E-03
 1275 1 13 0.00000000E+00 8 0.665117025 6 0.218106255 10 1.10840788E-02 5 0.151168779 11 -1.61423814E-02 4 -1.43355094E-02 7 -1.33464094E-02 9 1.32718170E-03 12 6.06719498E-03 3 -8.67249258E-03 2 -1.04110548E-03 1 1.23465876E-03 13 -5.67261479E-04
 1276 1 13 0.00000000E+00 8 0.714377820 10 5.97410202E-02 6 0.126107261 5 0.160333186 11 -4.17127870E-02 4 -1.07104843E-02 7 -1.39072072E-02 9 -6.08828291E-03 12 1.63747016E-02 3 -7.51564791E-03 2 -1.03560043E-03 1 3.60821444E-03 13 4.27812280E-04
 1327 1 13 0.00000000E+00 7 0.630174339 9 0.174292117 6 -4.79415379E-04 3 0.171908781 2 -9.57217009E-04 4 5.41528361E-03 5 1.57332711E-03 8 -1.98405497E-02 11 -2.16670875E-02 1 8.24052840E-03 10 1.87826424E-03 13 4.04954255E-02 12 8.96621309E-03
 1328 1 13 0.00000000E+00 7 0.724233687 9 0.119611293 6 1.47284083E-02 3 0.134408474 4 8.94812588E-03 5 1.73881371E-03 2 -2.21575308E-03 8 -1.75836589E-02 11 -1.85453966E-02 1 3.22563224E-03 10 1.33721286E-03 13 2.45859511E-02 12 5.52722719E-03
 1329 1 13 0.00000000E+00 7 0.825825691 9 4.57324646E-02 6 3.82185057E-02 3 9.32395086E-02 5 1.52142462E-03 4 1.12176556E-02 8 -1.37555096E-02 2 -2.61387578E-03 11 -1.28769232E-02 10 4.56493697E-04 1 -4.60290263E-04 13 1.10190064E-02 12 2.47585494E-03
 1330 1 13 0.00000000E+00 7 0.870500267 9 -9.00071114E-03 6 8.70422274E-02 3 5.75542822E-02 5 -5.01575414E-05 8 -8.45263153E-03 4 1.27348527E-02 11 -4.09793854E-03 2 -2.61611817E-03 10 -1.25652377E-03 1 -3.09704966E-03 13 9.91208712E-04 12 -2.51684425E-04
 1335 1 13 0.00000000E+00 6 0.637515366 7 0.187135577 9 9.55880731E-02 8 8.14253539E-02 5 -2.45189145E-02 11 6.23850301E-02 10 -1.69170294E-02 4 -3.32524790E-03 3 -2.51757586E-03 2 -1.56973477E-03 1 -3.55878123E-03 12 -8.49058107E-03 13 -3.15151270E-03
 1336 1 13 0.00000000E+00 6 0.672675788 7 0.101254806 8 0.142420411 9 8.39191601E-02 5 -1.67894457E-02 11 7.21532106E-02 10 -1.98623687E-02 4 -1.08647030E-02 3 -1.06243035E-02 2 -1.01039209E-03 1 -2.24853866E-03 12 -9.40780714E-03 13 -1.61579170E-03
 1337 1 13 0.00000000E+00 6 0.631187379 8 0.235122159 7 4.81973141E-02 9 6.98388293E-02 5 4.45890334E-03 11 7.86019638E-02 10 -2.34654564E-02 4 -1.54475039E-02 3 -1.43696014E-02 2 -7.77397654E-04 1 -1.78028271E-03 12 -1.05554471E-02 13 -1.01084705E-03
 1338 1 13 0.00000000E+00 6 0.534517348 8 0.353839278 5 3.15037593E-02 7 1.96743049E-02 10 -2.62961183E-02 11 7.85083696E-02 9 5.48157766E-02 4 -1.71702318E-02 3 -1.45968636E-02 2 -7.58222362E-04 12 -1.12013808E-02 1 -1.77048158E-03 13 -1.06553046E-03
 1339 1 13 0.00000000E+00 8 0.489235014 6 0.414187580 10 -2.65189614E-02 11 6.82449266E-02 5 5.44452555E-02 7 4.83219931E-03 9 3.91835794E-02 4 -1.67724267E-02 3 -1.28503181E-02 12 -1.03408340E-02 2 -7.67920399E-04 1 -1.61494792E-03 13 -1.26312755E-03
 1340 1 13 0.00000000E+00 8 0.634062827 6 0.288280010 10 -2.24867277E-02 11 4.55684438E-02 5 6.82243183E-02 7 -2.59961747E-03 9 2.35501211E-02 4 -1.44376829E-02 3 -1.00269699E-02 12 -7.15301279E-03 2 -7.21071323E-04 1 -1.03098061E-03 13 -1.22963486E-03
 1341 1 13 0.00000000E+00 8 0.774077177 6 0.167897344 10 -9.47450195E-03 11 1.11018531E-02 5 7.27774501E-02 7 -5.85955847E-03 9 8.88913032E-03 4 -1.03845019E-02 12 -9.76275594E-04 3 -6.73704362E-03 2 -6.12508913E-04 1 6.75142292E-05 13 -7.66080397E-04
 1342 1 13 0.00000000E+00 8 0.848618865 10 3.78025472E-02 6 7.28232116E-02 11 -2.55961269E-02 5 7.71136060E-02 7 -7.32539967E-03 4 -6.06120843E-03 9 -2.74291052E-03 12 8.38217698E-03 3 -4.22953302E-03 2 -5.32835664E-04 1 1.78212952E-03 13 -3.45056033E-05
 1343 1 13 0.00000000E+00 8 0.773930311 10 0.153061956 11 -4.89710569E-02 6 2.74350718E-02 5 9.50184464E-02 4 -3.66986566E-03 7 -9.00887884E-03 9 -8.93123262E-03 12 2.10438836E-02 3 -4.09933412E-03 2 -6.19024097E-04 1 4.24673175E-03 13 5.63006732E-04
 1392 1 13 0.00000000E+00 7 0.519500673 9 0.288281947 6 -2.88678017E-02 3 0.163732812 2 2.07365700E-03 4 -2.64809676E-03 5 1.32313743E-03 8 -1.92786008E-02 11 -2.20150556E-02 1 1.58777907E-02 10 2.45541241E-03 13 6.64279535E-02 12 1.31361596E-02
 1393 1 13 0.00000000E+00 7 0.592683911 9 0.267469019 6 -2.34658252E-02 3 0.131466642 2 3.24753899E-04 4 1.84395292E-04 5 1.34804402E-03 8 -1.75899789E-02 11 -2.08380148E-02 1 1.00032398E-02 10 2.22576759E-03 13 4.68865484E-02 12 9.30145942E-03
 1394 1 13 0.00000000E+00 7 0.688703954 9 0.223284826 6 -1.69572998E-02 3 9.32402685E-02 8 -1.43676270E-02 5 1.33167778E-03 4 2.00552889E-03 2 -6.14900317E-04 11 -1.78196300E-02 10 1.89838465E-03 1 5.30145690E-03 13 2.81914286E-02 12 5.80192218E-03
 1395 1 13 0.00000000E+00 7 0.819661856 9 0.140268505 6 -9.13207699E-03 3 4.92684655E-02 8 -8.84149689E-03 5 9.95910843E-04 4 2.17520422E-03 11 -1.14647029E-02 2 -7.14914699E-04 10 1.24705187E-03 1 1.92298938E-03 13 1.19285490E-02 12 2.68465700E-03
 1396 1 13 0.00000000E+00 7 1.00000000 9 0.00000000E+00 6 0.00000000E+00 8 0.00000000E+00 3 0.00000000E+00 5 0.00000000E+00 4 0.00000000E+00 11 0.00000000E+00 2 0.00000000E+00 10 0.00000000E+00 1 0.00000000E+00 13 0.00000000E+00 12 0.00000000E+00
 1402 1 13 0.00000000E+00 6 0.538732827 7 0.119868569 8 0.181610912 9 0.136613369 11 0.118340388 5 -2.38247421E-02 10 -2.62978170E-02 4 -1.28070815E-02 3 -1.54615315E-02 2 -1.11386343E-03 1 -2.77398271E-03 12 -1.31830499E-02 13 2.96013575E-04
 1403 1 13 0.00000000E+00 6 0.511695266 8 0.269550115 7 6.79035708E-02 9 0.111333825 11 0.130628526 10 -2.86887493E-02 5 -1.24128610E-02 4 -1.57045163E-02 3 -1.68722961E-02 2 -8.79665429E-04 12 -1.49055859E-02 1 -2.36882363E-03 13 7.21234130E-04
 1404 1 13 0.00000000E+00 6 0.441809893 8 0.379776686 11 0.134828821 10 -2.90068053E-02 7 3.54476310E-02 9 8.61670822E-02 5 2.05141143E-03 4 -1.64357033E-02 3 -1.59632470E-02 12 -1.61059014E-02 2 -7.47507438E-04 1 -2.21109577E-03 13 3.88750894E-04
 1405 1 13 0.00000000E+00 8 0.509022713 6 0.344966978 10 -2.59701572E-02 11 0.127093375 5 1.39836036E-02 7 1.64907016E-02 9 6.19232729E-02 4 -1.51279233E-02 3 -1.33488839E-02 12 -1.60699636E-02 2 -6.40670187E-04 1 -2.04217574E-03 13 -2.80838984E-04
 1406 1 13 0.00000000E+00 8 0.655179560 6 0.234336749 10 -1.89511720E-02 11 0.103621595 5 1.89793203E-02 7 6.15931489E-03 9 3.91618833E-02 4 -1.19044119E-02 12 -1.39979422E-02 3 -9.59694851E-03 2 -4.98092326E-04 1 -1.66419370E-03 13 -8.25655763E-04
 1407 1 13 0.00000000E+00 8 0.818195939 10 -8.93702172E-03 6 0.117947817 11 6.15177676E-02 5 1.45895556E-02 7 1.30493229E-03 9 1.83987208E-02 4 -6.82717189E-03 12 -9.00492258E-03 3 -5.07391011E-03 2 -2.87943316E-04 1 -9.90232220E-04 13 -8.33528175E-04
 1408 1 13 0.00000000E+00 8 1.00000000 10 0.00000000E+00 11 0.00000000E+00 6 0.00000000E+00 5 0.00000000E+00 7 0.00000000E+00 9 0.00000000E+00 4 0.00000000E+00 12 0.00000000E+00 3 0.00000000E+00 2 0.00000000E+00 1 0.00000000E+00 13 0.00000000E+00
