points0.pts
zone0.inf
 66 136
 31
SS_QA0
SS_QA1
SS_QA2
SS_QA3
SS_QA4
SS_QA5
SS_QA6
SS_QA7
SS_QA8
SS_QA9
SS_QA10
SS_QA11
SS_QA12
SS_QA13
SS_QA14
SS_QA15
SS_QA16
SS_QA17
SS_QA18
SS_QA19
SS_QA20
SS_QA21
SS_QA22
SS_QA23
SS_QA24
SS_QA25
SS_QA26
SS_QA27
SS_QA28
SS_QA29
SS_QA30
 1409 1 13 0.00000000E+00 8 0.790568948 10 0.196666852 11 -1.71003491E-02 6 -4.94900439E-03 5 3.58667411E-02 7 -3.97156924E-03 9 -5.58625860E-03 4 -8.58319167E-04 12 9.42586362E-03 3 -1.52450951E-03 2 -2.50537880E-04 1 2.16706865E-03 13 -4.54903813E-04
 1410 1 13 0.00000000E+00 8 0.609765172 10 0.367019385 11 -4.30776402E-02 6 -9.14703682E-03 5 6.33160472E-02 12 2.65988205E-02 7 -6.43904647E-03 9 -9.11684334E-03 4 -4.32167784E-04 3 -2.74421321E-03 2 -4.32833884E-04 1 4.67372919E-03 13 1.66620612E-05
 1411 1 13 0.00000000E+00 8 0.464595020 10 0.491144121 11 -6.71876147E-02 6 -1.29311141E-02 5 8.41813758E-02 12 5.39919399E-02 4 9.82729951E-04 7 -7.99642783E-03 9 -1.12604778E-02 3 -3.73801822E-03 2 -5.58849424E-04 1 7.55929435E-03 13 1.21803756E-03
 1457 1 12 0.00000000E+00 7 0.413295686 9 0.368721724 6 -4.41172570E-02 3 0.158227995 2 4.85441647E-03 4 -7.16913491E-03 8 -1.93619076E-02 5 2.73507205E-03 11 -1.56009803E-02 1 2.48777065E-02 10 1.13221779E-02 13 0.102214493
 1458 1 13 0.00000000E+00 7 0.454762489 9 0.381673366 6 -4.10994254E-02 3 0.132190883 2 2.70806579E-03 8 -1.77907813E-02 4 -5.12807583E-03 5 1.30758225E-03 11 -1.94748975E-02 1 1.69485901E-02 10 2.28079478E-03 13 7.81257972E-02 12 1.34956082E-02
 1459 1 13 0.00000000E+00 7 0.503415167 9 0.389291465 6 -3.82236615E-02 3 0.101537958 8 -1.58291068E-02 5 1.24746701E-03 4 -3.08746193E-03 11 -1.87137295E-02 2 1.23023009E-03 10 2.17694580E-03 1 1.13100037E-02 13 5.60235269E-02 12 9.62119550E-03
 1460 1 13 0.00000000E+00 7 0.561890960 9 0.385624856 6 -3.36403400E-02 3 6.66462481E-02 8 -1.23458570E-02 5 1.12292566E-03 11 -1.64957847E-02 4 -1.79736991E-03 2 3.83065228E-04 10 2.01196456E-03 1 6.64127385E-03 13 3.39340009E-02 12 6.02407195E-03
 1461 1 13 0.00000000E+00 7 0.629181206 9 0.361824781 6 -2.33840272E-02 8 -6.57162955E-03 3 2.97090579E-02 11 -1.08001847E-02 5 4.33724956E-04 4 -1.54618581E-03 2 1.03338934E-04 10 1.36096927E-03 1 3.02336225E-03 13 1.39451278E-02 12 2.72048055E-03
 1462 1 13 0.00000000E+00 7 0.660885870 9 0.330210686 6 9.75965057E-03 8 2.25914433E-03 11 1.99767528E-03 3 -2.06535609E-04 5 -2.15329975E-03 4 -1.84000307E-03 10 -8.35289073E-04 2 -2.29579200E-05 1 3.20012885E-04 13 -3.82373764E-05 12 -3.36688623E-04
 1463 1 13 0.00000000E+00 7 0.575808287 9 0.333553851 6 8.84411335E-02 8 1.45996073E-02 11 2.41080783E-02 5 -7.99375121E-03 3 -1.05232541E-02 4 -1.46146584E-03 10 -5.54416841E-03 2 -6.11009367E-04 1 -1.85840949E-03 13 -5.24552213E-03 12 -3.27335391E-03
 1468 1 13 0.00000000E+00 6 0.425451785 7 0.118812226 8 0.198838890 9 0.192823350 11 0.171032697 10 -3.07140201E-02 5 -2.86714658E-02 4 -1.33954035E-02 3 -1.89974494E-02 2 -1.09518110E-03 12 -1.59000754E-02 1 -2.99898558E-03 13 4.81364690E-03
 1469 1 13 0.00000000E+00 6 0.406674713 8 0.277782202 7 7.39668235E-02 11 0.192088410 9 0.154728308 10 -3.11127361E-02 5 -2.31838450E-02 4 -1.50276935E-02 3 -1.86320711E-02 12 -1.82865206E-02 2 -8.98445956E-04 1 -2.72221561E-03 13 4.62305779E-03
 1470 1 13 0.00000000E+00 8 0.373188317 6 0.354952872 11 0.204783127 10 -2.71777548E-02 7 4.33376282E-02 9 0.118860990 5 -1.61053706E-02 4 -1.50222061E-02 3 -1.67385601E-02 12 -2.02602670E-02 2 -7.31609296E-04 1 -2.55880854E-03 13 3.47165670E-03
 1471 1 13 0.00000000E+00 8 0.482352674 6 0.279322892 11 0.204996482 10 -1.62720941E-02 7 2.37931311E-02 9 8.57937336E-02 5 -1.05919130E-02 4 -1.33462213E-02 12 -2.12892890E-02 3 -1.35781495E-02 2 -5.71825251E-04 1 -2.40254821E-03 13 1.79313123E-03
 1472 1 13 0.00000000E+00 8 0.600260437 10 5.52925421E-03 11 0.188145801 6 0.189869389 5 -9.22646932E-03 7 1.21638570E-02 9 5.60931265E-02 4 -1.01488270E-02 12 -2.07152721E-02 3 -9.55763832E-03 2 -3.92728369E-04 1 -2.13633780E-03 13 1.15425042E-04
 1473 1 13 0.00000000E+00 8 0.712571621 10 4.63036858E-02 11 0.151228681 6 9.74658281E-02 5 -1.21430364E-02 7 5.81613882E-03 9 3.06266081E-02 4 -5.84942522E-03 12 -1.78743154E-02 3 -5.21879736E-03 2 -1.92806197E-04 1 -1.66339544E-03 13 -1.07081060E-03
 1474 1 13 0.00000000E+00 8 0.758004844 10 0.134540647 11 0.100312144 6 2.37391498E-02 5 -1.13378940E-02 7 2.24714307E-03 9 1.13571752E-02 4 -1.97980530E-03 12 -1.25211310E-02 3 -1.84326281E-03 2 -5.43621645E-05 1 -8.24561459E-04 13 -1.64008723E-03
 1475 1 13 0.00000000E+00 8 0.652982950 10 0.303958386 11 5.00002913E-02 6 -5.08933328E-03 5 5.82937710E-03 7 -8.08600278E-04 9 4.37209324E-04 12 -4.23702504E-03 4 -6.53244497E-04 3 -1.05411932E-03 2 -1.05369778E-04 1 5.84361784E-04 13 -1.84488657E-03
 1476 1 13 0.00000000E+00 8 0.492497593 10 0.491788268 11 -2.23987200E-03 6 -1.18856290E-02 5 2.77669914E-02 12 1.09931007E-02 7 -3.19668395E-03 9 -5.03773801E-03 4 -1.17587631E-04 3 -1.48344436E-03 2 -2.23404641E-04 1 2.45033158E-03 13 -1.31193188E-03
 1477 1 13 0.00000000E+00 10 0.628829181 8 0.354305118 11 -4.56171893E-02 6 -1.43151255E-02 5 4.74014170E-02 12 3.92789096E-02 7 -4.90578171E-03 9 -8.04331619E-03 4 8.39968852E-04 3 -2.16182834E-03 2 -3.29904142E-04 1 4.79314895E-03 13 -7.45741927E-05
 1478 1 13 0.00000000E+00 10 0.680500865 8 0.262372285 11 -6.62021488E-02 6 -1.69696845E-02 12 8.40032175E-02 5 6.45116717E-02 7 -6.27042493E-03 9 -1.02158543E-02 4 2.35138182E-03 3 -2.89455522E-03 2 -4.14985174E-04 1 7.68029643E-03 13 1.54792680E-03
 1522 1 12 0.00000000E+00 9 0.409421295 7 0.330579162 6 -5.14216684E-02 3 0.152909011 2 7.20357383E-03 8 -1.86815951E-02 4 -1.00510363E-02 11 -1.04701351E-02 5 3.53144109E-03 13 0.140855789 1 3.26734036E-02 10 1.34507744E-02
 1523 1 13 0.00000000E+00 9 0.440434396 7 0.351178497 6 -4.94535789E-02 3 0.132284090 2 4.91724676E-03 8 -1.74789205E-02 11 -1.51795140E-02 4 -8.54734052E-03 5 1.49012345E-03 13 0.116458535 10 1.86183595E-03 1 2.40179654E-02 12 1.80166475E-02
 1524 1 13 0.00000000E+00 9 0.476000518 7 0.369918138 6 -4.79438417E-02 3 0.108135127 8 -1.64129864E-02 11 -1.46959787E-02 2 3.13314260E-03 5 1.21629157E-03 4 -6.58548204E-03 10 1.64202228E-03 13 9.38836634E-02 1 1.78035423E-02 12 1.39058419E-02
 1526 1 13 0.00000000E+00 9 0.568609595 7 0.385488123 6 -3.89571190E-02 3 5.11357114E-02 8 -1.12304399E-02 11 -1.28738638E-02 5 9.66156658E-04 4 -3.36886826E-03 2 9.21034778E-04 10 1.53049768E-03 13 4.39361930E-02 1 7.50043895E-03 12 6.34254934E-03
 1527 1 13 0.00000000E+00 9 0.629201233 7 0.364369512 6 -2.46418118E-02 8 -6.19885046E-03 11 -9.71544534E-03 3 2.24064365E-02 5 4.16472583E-04 4 -2.21648905E-03 10 1.20346551E-03 2 3.87496490E-04 13 1.84779540E-02 1 3.44588049E-03 12 2.86414078E-03
 1528 1 13 0.00000000E+00 9 0.663280666 7 0.328204125 6 8.67308769E-03 8 2.42420682E-03 11 2.32671481E-03 5 -2.01996486E-03 3 -1.56378315E-04 10 -8.81542859E-04 4 -1.70023728E-03 2 -1.50032802E-05 13 -7.59874529E-05 1 3.11445532E-04 12 -3.71162285E-04
 1529 1 13 0.00000000E+00 9 0.600947261 7 0.317072660 6 6.91439584E-02 8 1.73846278E-02 11 3.29447053E-02 5 -8.04214645E-03 10 -6.60295971E-03 3 -1.25457915E-02 4 -2.64891982E-03 2 -4.45565820E-04 13 -2.42198166E-03 1 -1.52895844E-03 12 -3.25688417E-03
 1536 1 13 0.00000000E+00 8 0.337961435 6 0.280296355 11 0.286138982 10 -2.41490752E-02 9 0.150119379 7 4.33270186E-02 5 -2.57456414E-02 4 -1.34593016E-02 12 -2.28311084E-02 3 -1.70302931E-02 2 -7.02529156E-04 13 8.75335559E-03 1 -2.67855334E-03
 1537 1 13 0.00000000E+00 8 0.418262541 11 0.299967259 6 0.222947985 10 -4.69170744E-03 9 0.108506419 7 2.59108935E-02 5 -2.29941327E-02 4 -1.17445160E-02 12 -2.49233562E-02 3 -1.36155281E-02 2 -5.34331892E-04 13 5.46175800E-03 1 -2.55329651E-03
 1538 1 13 0.00000000E+00 8 0.494487166 11 0.296930611 10 3.37058567E-02 6 0.155103698 9 7.20574558E-02 7 1.47076063E-02 5 -2.18105260E-02 4 -8.99485312E-03 12 -2.58225482E-02 3 -9.68246534E-03 2 -3.59275669E-04 13 2.03412143E-03 1 -2.35686474E-03
 1539 1 13 0.00000000E+00 8 0.547289789 10 0.104586475 11 0.271476865 6 8.76816735E-02 9 4.18951474E-02 5 -2.12915018E-02 7 7.90303387E-03 12 -2.49197800E-02 4 -5.75433439E-03 3 -5.81297930E-03 2 -1.94096530E-04 13 -8.46118375E-04 1 -2.01418065E-03
 1540 1 13 0.00000000E+00 8 0.542092085 10 0.227966413 11 0.221217141 6 3.46605666E-02 5 -1.75807308E-02 9 1.95814744E-02 7 3.76628665E-03 12 -2.17605140E-02 4 -2.96311453E-03 3 -2.82568694E-03 2 -8.38456472E-05 13 -2.63198488E-03 1 -1.43810757E-03
 1541 1 13 0.00000000E+00 8 0.456353486 10 0.413385361 11 0.147751719 6 5.39996894E-03 5 -7.62027316E-03 9 5.82083734E-03 12 -1.58075429E-02 7 1.01444055E-03 4 -1.31473271E-03 3 -1.27387047E-03 2 -6.11884752E-05 13 -3.07719386E-03 1 -5.71016513E-04
 1542 1 13 0.00000000E+00 10 0.633022845 8 0.319184273 11 5.70760816E-02 6 -5.43065509E-03 5 5.79521852E-03 12 -4.86338325E-03 9 -9.60011152E-04 7 -8.42109090E-04 4 -4.11754503E-04 3 -8.28054559E-04 2 -9.43967316E-05 13 -2.24012556E-03 1 5.92093857E-04
 1543 1 13 0.00000000E+00 10 0.800249994 8 0.193541497 11 -2.08584163E-02 6 -8.96266196E-03 12 2.12563798E-02 5 2.02911031E-02 9 -4.19552531E-03 7 -2.26017553E-03 4 4.53493936E-04 3 -9.97639028E-04 2 -1.52066845E-04 13 -6.49807800E-04 1 2.28384230E-03
 1544 1 13 0.00000000E+00 10 0.809938192 8 0.138345450 11 -4.26232778E-02 12 7.66453221E-02 6 -1.34152882E-02 5 3.67833823E-02 9 -7.45384954E-03 7 -3.90724698E-03 4 1.65881356E-03 3 -1.59172888E-03 2 -2.35653424E-04 13 9.53051378E-04 1 4.90281032E-03
 1545 1 13 0.00000000E+00 10 0.746501505 8 0.118998334 11 -4.07398678E-02 12 0.145299509 6 -1.78975407E-02 5 5.21202236E-02 9 -1.01111755E-02 7 -5.35569480E-03 4 3.18689481E-03 3 -2.26934743E-03 2 -3.05660360E-04 13 2.59963563E-03 1 7.97321927E-03
 1547 1 13 0.00000000E+00 10 0.598811805 8 0.100673497 11 -3.86806801E-02 12 0.283646733 6 -2.34922580E-02 5 7.41196126E-02 9 -1.22435465E-02 4 6.86510559E-03 7 -6.87279599E-03 3 -3.21740354E-03 2 -3.27908987E-04 13 6.26961747E-03 1 1.44482404E-02
 1587 1 12 0.00000000E+00 9 0.420215309 7 0.269892901 6 -5.47620133E-02 3 0.147301391 2 9.16952081E-03 13 0.182056278 8 -1.77380238E-02 11 -5.07142162E-03 4 -1.15699386E-02 5 4.63328511E-03 1 4.01930846E-02 10 1.56796072E-02
 1588 1 12 0.00000000E+00 9 0.457391411 7 0.279488593 6 -5.42434193E-02 3 0.131153896 2 6.98673166E-03 8 -1.75212156E-02 11 -4.81937965E-03 13 0.162469938 4 -1.01118824E-02 5 3.55544081E-03 10 1.28041077E-02 1 3.28457914E-02
 1589 1 13 0.00000000E+00 9 0.501084626 7 0.285066694 6 -5.22790663E-02 3 0.111854725 8 -1.61688011E-02 11 -8.56909808E-03 2 4.97812172E-03 13 0.137852937 5 1.36003783E-03 4 -9.01428703E-03 10 8.63421825E-04 1 2.45032068E-02 12 1.84675008E-02
 1590 1 13 0.00000000E+00 9 0.554210484 7 0.282902926 6 -5.04012629E-02 3 9.00670439E-02 8 -1.50045361E-02 11 -6.96333358E-03 5 9.39881371E-04 2 3.39265564E-03 4 -7.36463303E-03 13 0.114796221 10 4.58359835E-04 1 1.85381621E-02 12 1.44280354E-02
 1593 1 13 0.00000000E+00 9 0.830932796 7 0.144264966 6 -2.45558098E-02 8 -5.81209222E-03 11 -1.66579627E-03 3 1.87284034E-02 5 2.92189827E-04 10 -1.68005190E-05 4 -2.26954371E-03 2 5.58456464E-04 13 3.21369469E-02 1 3.96824442E-03 12 3.43803945E-03
 1594 1 13 0.00000000E+00 9 1.00000000 7 0.00000000E+00 6 0.00000000E+00 8 0.00000000E+00 11 0.00000000E+00 5 0.00000000E+00 10 0.00000000E+00 3 0.00000000E+00 4 0.00000000E+00 2 0.00000000E+00 13 0.00000000E+00 1 0.00000000E+00 12 0.00000000E+00
 1595 1 13 0.00000000E+00 9 0.802896321 7 0.102724530 6 5.27225137E-02 8 1.83767062E-02 11 4.85523790E-02 10 -8.55014380E-03 5 -7.80113554E-03 3 -1.16504440E-02 4 -2.86749331E-03 2 -3.48897564E-04 13 9.56060458E-03 1 -1.06455921E-03 12 -2.55039451E-03
 1596 1 13 0.00000000E+00 9 0.653429866 7 0.144750342 6 0.111206762 8 3.99015956E-02 11 9.69848782E-02 10 -1.67788919E-02 5 -1.52826123E-02 4 -5.29944524E-03 3 -1.81190539E-02 2 -6.61000377E-04 13 1.68526210E-02 1 -1.85605639E-03 12 -5.12902811E-03
 1603 1 13 0.00000000E+00 8 0.335575104 11 0.406458288 10 -7.41546042E-04 6 0.175535843 9 0.127997026 7 2.36185826E-02 5 -2.73448657E-02 4 -1.02733476E-02 12 -2.58563180E-02 3 -1.33425985E-02 2 -5.03212039E-04 13 1.13173025E-02 1 -2.44025420E-03
 1604 1 13 0.00000000E+00 8 0.374800563 11 0.424006671 10 4.48959656E-02 6 0.124999717 9 8.48589242E-02 7 1.41754635E-02 5 -2.53251791E-02 12 -2.77792122E-02 4 -7.93572702E-03 3 -9.54310503E-03 2 -3.43656866E-04 13 5.48752584E-03 1 -2.29793997E-03
 1605 1 13 0.00000000E+00 8 0.388147086 11 0.416265965 10 0.126819059 6 7.53395185E-02 9 4.93251309E-02 7 8.05048645E-03 5 -2.29068473E-02 12 -2.78350841E-02 4 -5.35664009E-03 3 -5.92434173E-03 2 -1.99124392E-04 13 3.38699232E-04 1 -2.06390372E-03
 1606 1 13 0.00000000E+00 8 0.359160990 10 0.261869758 11 0.370844126 6 3.54902707E-02 9 2.33157538E-02 5 -1.89871173E-02 7 4.19640681E-03 12 -2.49481052E-02 4 -3.12264985E-03 3 -3.05175735E-03 2 -9.30371680E-05 13 -2.96832691E-03 1 -1.70632137E-03
 1607 1 13 0.00000000E+00 10 0.458789945 8 0.279107898 11 0.281419605 6 1.08499601E-02 12 -1.86876729E-02 5 -1.30364122E-02 9 7.65273627E-03 7 1.79919344E-03 4 -1.60258031E-03 3 -1.24724291E-03 2 -3.63844301E-05 13 -3.78942396E-03 1 -1.21962884E-03
 1608 1 13 0.00000000E+00 10 0.710037887 8 0.154613823 11 0.153835580 6 4.65415738E-04 12 -9.87449475E-03 5 -6.11805357E-03 9 7.83098279E-04 7 4.50557185E-04 4 -6.79957273E-04 3 -3.60190024E-04 2 -1.46642033E-05 13 -2.50398205E-03 1 -6.35048607E-04
 1609 1 13 0.00000000E+00 10 1.00000000 8 0.00000000E+00 11 0.00000000E+00 6 0.00000000E+00 12 0.00000000E+00 5 0.00000000E+00 9 0.00000000E+00 7 0.00000000E+00 4 0.00000000E+00 3 0.00000000E+00 2 0.00000000E+00 13 0.00000000E+00 1 0.00000000E+00
 1610 1 13 0.00000000E+00 10 0.878638446 8 2.53529977E-02 11 1.05469450E-02 12 8.10946301E-02 6 -9.60792415E-03 5 1.74820423E-02 9 -5.63683780E-03 7 -2.35290453E-03 4 1.07119326E-03 3 -6.53356605E-04 2 -1.05798652E-04 13 1.36458117E-03 1 2.80595757E-03
 1611 1 13 0.00000000E+00 10 0.774289668 8 4.02993709E-02 11 1.14508457E-02 12 0.160860807 6 -1.55672934E-02 5 3.23311090E-02 9 -8.88550561E-03 7 -4.01291996E-03 4 2.28653383E-03 3 -1.30831019E-03 2 -1.84035918E-04 13 2.83063110E-03 1 5.60912024E-03
 1612 1 13 0.00000000E+00 10 0.681926250 8 4.92401235E-02 11 6.66314503E-03 12 0.238404930 6 -1.92539915E-02 5 4.44790721E-02 9 -1.06083779E-02 7 -5.09320106E-03 4 3.66840325E-03 3 -1.86383247E-03 2 -2.27544399E-04 13 4.24832432E-03 1 8.41669086E-03
 1613 1 12 0.00000000E+00 10 0.598844349 8 5.46593517E-02 11 -1.41087465E-03 12 0.313107610 6 -2.17083301E-02 5 5.42199612E-02 9 -1.12431562E-02 7 -5.77131473E-03 4 6.34580338E-03 3 -2.47001532E-03 2 9.43208765E-03 13 5.99452574E-03
 1654 1 12 0.00000000E+00 9 0.492362320 7 0.230007321 6 -5.49236722E-02 3 0.113341548 13 0.187919945 11 2.34122877E-03 8 -1.62839144E-02 2 6.76628063E-03 5 3.47869634E-03 4 -9.93767474E-03 10 1.19249271E-02 1 3.30029875E-02
 1655 1 13 0.00000000E+00 9 0.543201208 7 0.224064723 6 -5.25052622E-02 3 9.57009941E-02 11 1.46594713E-04 13 0.163831443 8 -1.47786336E-02 2 4.97155124E-03 5 1.08071195E-03 4 -9.16090049E-03 10 -4.93842002E-04 1 2.49370560E-02 12 1.90043356E-02
 1656 1 13 0.00000000E+00 9 0.604367077 7 0.208045378 6 -4.98520359E-02 3 7.64223561E-02 11 3.83351836E-03 8 -1.34758623E-02 13 0.141380578 5 4.36842209E-04 4 -7.77755724E-03 2 3.53711424E-03 10 -1.24449900E-03 1 1.92255173E-02 12 1.51015697E-02
 1660 1 13 0.00000000E+00 9 0.920074046 7 -6.32998999E-03 6 3.79953720E-03 11 4.11269143E-02 8 5.29341493E-03 10 -6.78255968E-03 5 -3.93587491E-03 3 1.31877349E-03 4 -2.80516059E-03 13 4.43030372E-02 2 1.89746628E-04 1 2.02732487E-03 12 1.72078691E-03
 1661 1 13 0.00000000E+00 9 0.840257645 7 1.49000911E-02 6 4.17776592E-02 11 7.97086209E-02 8 2.00106539E-02 10 -1.30216759E-02 5 -9.14085656E-03 3 -9.65205021E-03 4 -4.04189108E-03 13 4.00596820E-02 2 -2.08080033E-04 1 1.99997550E-04 12 -8.49798438E-04
 1663 1 13 0.00000000E+00 9 0.596256316 7 7.28917792E-02 6 0.128538758 11 0.180661842 8 6.24943972E-02 10 -2.80842073E-02 5 -2.11766381E-02 4 -7.88493641E-03 3 -2.03159880E-02 13 4.44495007E-02 2 -7.10150460E-04 12 -5.65613620E-03 1 -1.46454060E-03
 1664 1 13 0.00000000E+00 9 0.494770348 7 7.49594867E-02 6 0.163823172 11 0.234618932 8 8.95286426E-02 10 -3.45610566E-02 5 -2.58543026E-02 4 -9.50014032E-03 3 -2.19596531E-02 13 4.50089686E-02 2 -8.24581482E-04 12 -8.16487148E-03 1 -1.84495165E-03
 1669 1 13 0.00000000E+00 11 0.515136003 8 0.250402957 10 -8.62705987E-03 6 0.135619506 9 0.143188208 7 1.83502603E-02 5 -2.69654393E-02 12 -2.30953488E-02 4 -8.86507705E-03 3 -1.27143748E-02 13 2.00848449E-02 2 -4.63944336E-04 1 -2.05056369E-03
 1670 1 13 0.00000000E+00 11 0.560404241 8 0.261917919 10 3.15068103E-02 6 9.73769575E-02 9 9.36004966E-02 7 1.13557242E-02 5 -2.38174535E-02 12 -2.54744217E-02 4 -6.77381316E-03 3 -9.00329649E-03 13 1.11702718E-02 2 -3.20390187E-04 1 -1.94304937E-03
 1671 1 13 0.00000000E+00 11 0.582289696 8 0.250723004 10 0.103818715 6 5.94451651E-02 9 5.18545993E-02 7 6.60929177E-03 5 -1.99631192E-02 12 -2.56761350E-02 4 -4.52161767E-03 3 -5.45074511E-03 13 2.83433124E-03 2 -1.87947298E-04 1 -1.77523843E-03
 1672 1 13 0.00000000E+00 11 0.553476393 10 0.227166265 8 0.212111041 6 2.85342075E-02 9 2.15276815E-02 7 3.51049355E-03 12 -2.08736286E-02 5 -1.59560293E-02 4 -2.60237022E-03 3 -2.61719245E-03 13 -2.65144347E-03 2 -8.40114226E-05 1 -1.54142361E-03
 1673 1 13 0.00000000E+00 10 0.410209984 11 0.456358761 8 0.146410093 6 8.88143666E-03 12 -8.66995659E-03 9 4.85776411E-03 5 -1.23728504E-02 7 1.50307384E-03 4 -1.34649954E-03 3 -8.68153991E-04 13 -3.71126202E-03 2 -1.75475107E-05 1 -1.23484840E-03
 1674 1 13 0.00000000E+00 10 0.625928879 11 0.316116124 8 6.02461472E-02 6 -5.20218979E-04 12 1.14219375E-02 5 -8.62201583E-03 9 -1.65177521E-03 7 2.47777149E-04 4 -6.10251271E-04 3 -3.27880043E-05 13 -1.74578791E-03 2 1.54116660E-05 1 -7.93459883E-04
 1675 1 13 0.00000000E+00 10 0.788750768 11 0.187635168 8 -1.27709815E-02 12 4.73485254E-02 6 -4.86708479E-03 5 -2.70004594E-03 9 -3.85329034E-03 7 -7.53989327E-04 4 -2.85595524E-05 3 1.64764628E-04 13 9.72336915E-04 2 1.22702777E-05 1 9.01103340E-05
 1676 1 13 0.00000000E+00 10 0.793919206 11 0.123365887 8 -2.43835710E-02 12 0.112452969 6 -1.00277849E-02 5 7.68091111E-03 9 -6.26159506E-03 7 -2.14989227E-03 4 6.93209469E-04 3 -1.62424127E-04 13 3.06602847E-03 2 -3.99755918E-05 1 1.84702268E-03
 1677 1 13 0.00000000E+00 10 0.725862980 11 9.13757309E-02 8 -9.94289014E-03 12 0.190752834 6 -1.46912737E-02 5 1.91815458E-02 9 -8.41019209E-03 7 -3.46358889E-03 4 1.58391637E-03 3 -6.77763834E-04 13 4.51855129E-03 2 -1.01411228E-04 1 4.01156815E-03
 1678 1 12 0.00000000E+00 10 0.646485865 11 6.69297129E-02 8 5.24173398E-03 12 0.270848095 6 -1.79173667E-02 5 2.95590255E-02 9 -9.66667477E-03 7 -4.42034239E-03 4 3.26257874E-03 3 -1.27758121E-03 13 5.72240632E-03 2 5.23254694E-03
 1679 1 12 0.00000000E+00 10 0.568485200 12 0.349070638 11 4.50609103E-02 8 1.74061283E-02 6 -1.97419077E-02 5 3.82334627E-02 9 -1.02181844E-02 7 -4.95248428E-03 4 4.67094360E-03 3 -1.70234789E-03 13 6.49357587E-03 2 7.19405198E-03
 1718 1 12 0.00000000E+00 9 0.427449226 7 0.193838865 6 -5.55692129E-02 13 0.250648260 3 0.124991745 11 4.89732204E-03 2 1.01045026E-02 8 -1.55701656E-02 4 -1.12089142E-02 5 6.13714149E-03 10 1.74654480E-02 1 4.68157865E-02
 1719 1 12 0.00000000E+00 9 0.466852903 7 0.192326218 6 -5.50928079E-02 13 0.234863877 3 0.112796478 11 7.35174259E-03 8 -1.54701248E-02 2 8.25309008E-03 5 4.67282720E-03 4 -1.04677789E-02 10 1.41225392E-02 1 3.97910438E-02
 1721 1 13 0.00000000E+00 9 0.564335823 7 0.173126802 6 -5.09754978E-02 13 0.194234088 11 1.04419636E-02 3 8.28350335E-02 8 -1.33484118E-02 5 6.86755229E-04 2 4.91511961E-03 10 -2.09738431E-03 4 -9.10765398E-03 1 2.53245085E-02 12 1.96288358E-02
 1722 1 13 0.00000000E+00 9 0.624573529 7 0.150853947 6 -4.75355200E-02 11 1.68927498E-02 13 0.173279986 8 -1.18884817E-02 3 6.59292787E-02 5 -2.30172926E-04 10 -3.29592102E-03 4 -7.99313374E-03 2 3.60533036E-03 1 1.98779609E-02 12 1.59304291E-02
 1726 1 13 0.00000000E+00 9 0.844381750 7 -1.06306178E-02 6 4.46158135E-03 11 7.78554156E-02 8 8.13275296E-03 10 -1.24894725E-02 13 8.90027732E-02 5 -6.66827988E-03 3 2.53319787E-03 4 -4.68389224E-03 2 3.64241743E-04 1 3.79604963E-03 12 3.94449383E-03
 1727 1 13 0.00000000E+00 9 0.798542678 7 -9.79685038E-03 6 3.34204026E-02 11 0.115511306 8 2.06273645E-02 10 -1.81084089E-02 5 -1.08105214E-02 13 7.99700096E-02 3 -7.39696575E-03 4 -5.37864165E-03 2 -4.78258698E-05 1 1.75890955E-03 12 1.70856598E-03
 1730 1 13 0.00000000E+00 9 0.517089963 7 3.43399085E-02 11 0.273469061 6 0.124318406 8 7.75533393E-02 10 -3.80698554E-02 5 -2.44395789E-02 4 -9.17014759E-03 13 7.09273666E-02 3 -2.02302281E-02 12 -4.21131309E-03 2 -6.76135242E-04 1 -9.00776358E-04
 1736 1 13 0.00000000E+00 11 0.687870204 8 0.165558666 10 4.45432408E-04 6 7.24457130E-02 9 9.94037315E-02 7 7.11735478E-03 5 -1.99716147E-02 12 -1.78511739E-02 4 -5.57159074E-03 13 2.03265678E-02 3 -8.19350779E-03 2 -2.81617715E-04 1 -1.29815144E-03
 1737 1 13 0.00000000E+00 11 0.755592585 10 4.45582159E-02 8 0.138085857 6 4.16252948E-02 9 5.03325909E-02 7 4.04343428E-03 12 -1.82464961E-02 5 -1.43221403E-02 4 -3.37769627E-03 13 7.54968636E-03 3 -4.53700731E-03 2 -1.56786438E-04 1 -1.14754518E-03
 1738 1 13 0.00000000E+00 11 0.765638888 10 0.133543983 8 9.55415219E-02 6 1.60414949E-02 9 1.37645770E-02 12 -1.14211179E-02 7 1.97761972E-03 5 -9.30531975E-03 4 -1.52678334E-03 13 -1.66292884E-03 3 -1.58471742E-03 2 -5.44501854E-05 1 -9.52755916E-04
 1739 1 13 0.00000000E+00 11 0.650076091 10 0.297468275 8 5.19241951E-02 6 1.69452000E-03 12 1.08874179E-02 9 -1.04926620E-03 7 3.66080843E-04 5 -7.93495495E-03 4 -6.84510625E-04 13 -1.82909402E-03 3 -2.06621480E-04 2 7.18030697E-06 1 -7.19281670E-04
