points0.pts
zone0.inf
 76 136
 20
PP0
PP1
PP2
PP3
PP4
PP5
PP6
PP7
PP8
PP9
PP10
PP11
PP12
PP13
PP14
PP15
PP16
PP17
PP18
PP19
 85 1 5 0.00000000E+00 1 1.00000000 2 0.00000000E+00 3 0.00000000E+00 4 0.00000000E+00 5 0.00000000E+00
 86 1 6 0.00000000E+00 1 0.920691311 2 1.78328287E-02 3 5.12047075E-02 4 2.03167624E-03 5 -2.31752242E-03 6 1.05570257E-02
 159 1 5 0.00000000E+00 1 0.709584355 2 0.288768917 3 -1.20157627E-02 4 3.58923362E-03 5 1.00732669E-02
 160 1 5 0.00000000E+00 1 0.791405559 2 0.200552076 3 7.14820251E-03 4 -3.53207404E-04 5 1.24734978E-03
 161 1 6 0.00000000E+00 1 0.846027970 2 0.124043047 3 3.54292430E-02 4 -1.72969548E-03 5 -4.60832240E-03 6 8.37760454E-04
 162 1 6 0.00000000E+00 1 0.829306662 2 9.24095735E-02 3 7.96531662E-02 4 -1.56180045E-04 5 -7.44228484E-03 6 6.22904394E-03
 163 1 6 0.00000000E+00 1 0.781056583 2 8.03304166E-02 3 0.129482463 4 2.42311810E-03 5 -8.83666892E-03 6 1.55441072E-02
 164 1 6 0.00000000E+00 1 0.730042517 2 6.99718520E-02 3 0.177275255 4 6.08711550E-03 5 -9.54309199E-03 6 2.61663217E-02
 165 1 6 0.00000000E+00 1 0.682031214 2 5.88883311E-02 3 0.220403224 4 1.09693576E-02 5 -9.82646178E-03 6 3.75343375E-02
 234 1 5 0.00000000E+00 1 0.529217720 2 0.468436182 3 -1.83163602E-02 5 1.58810690E-02 4 4.78137378E-03
 235 1 5 0.00000000E+00 1 0.592777610 2 0.399169743 3 3.37987090E-03 4 3.21006577E-04 5 4.35178401E-03
 236 1 6 0.00000000E+00 1 0.655191660 2 0.318225086 3 3.24453227E-02 4 -3.69772920E-03 5 -3.79196135E-03 6 1.62765034E-03
 237 1 6 0.00000000E+00 1 0.697116613 2 0.243282527 3 7.03492537E-02 4 -3.37523594E-03 5 -8.28699209E-03 6 9.13812779E-04
 238 1 6 0.00000000E+00 1 0.703065097 2 0.188380539 3 0.116885282 4 -2.20422004E-03 5 -1.08337207E-02 6 4.70698671E-03
 239 1 6 0.00000000E+00 1 0.682144463 2 0.150445640 3 0.167562887 4 5.54674334E-05 5 -1.22352205E-02 6 1.20267365E-02
 240 1 6 0.00000000E+00 1 0.649783075 2 0.121163681 3 0.217099309 4 3.61067662E-03 5 -1.30790696E-02 6 2.14223173E-02
 241 1 6 0.00000000E+00 1 0.614364862 2 9.63801518E-02 3 0.262098998 4 8.65917932E-03 5 -1.36232618E-02 6 3.21200974E-02
 309 1 5 0.00000000E+00 2 0.625114799 1 0.368747592 3 -2.84906719E-02 5 2.75916401E-02 4 7.03667430E-03
 310 1 5 0.00000000E+00 2 0.587685943 1 0.408649772 3 -9.41693317E-03 5 1.08997254E-02 4 2.18150974E-03
 311 1 6 0.00000000E+00 2 0.522118270 1 0.459882647 3 1.96312368E-02 5 -9.76115000E-04 4 -4.13238956E-03 6 3.47632216E-03
 312 1 6 0.00000000E+00 1 0.513802350 2 0.438998580 3 5.84779717E-02 4 -4.70376294E-03 5 -7.02348957E-03 6 4.48342384E-04
 313 1 6 0.00000000E+00 1 0.554881454 2 0.354883224 3 0.105111688 4 -4.83668596E-03 5 -1.03243515E-02 6 2.84668262E-04
 314 1 6 0.00000000E+00 1 0.574029207 2 0.281816781 3 0.157170907 4 -4.15976346E-03 5 -1.22290710E-02 6 3.37193464E-03
 315 1 6 0.00000000E+00 1 0.572687447 2 0.222617045 3 0.211203024 4 -2.32512690E-03 5 -1.35526611E-02 6 9.37028136E-03
 316 1 6 0.00000000E+00 1 0.557953954 2 0.174790591 3 0.263364822 4 1.00192905E-03 5 -1.46956639E-02 6 1.75843854E-02
 317 1 6 0.00000000E+00 1 0.536299169 2 0.135435537 3 0.310444742 4 6.13453006E-03 5 -1.57646369E-02 6 2.74506435E-02
 318 1 6 0.00000000E+00 1 0.511890590 3 0.350150228 2 0.102705099 4 1.33059099E-02 5 -1.66917238E-02 6 3.86398733E-02
 385 1 5 0.00000000E+00 2 0.740330637 1 0.253341645 3 -2.42815893E-02 5 2.55812220E-02 4 5.02810488E-03
 386 1 6 0.00000000E+00 2 0.717475593 1 0.276862055 3 -2.45506153E-03 5 5.61949005E-03 4 -3.22809955E-03 6 5.72600774E-03
 387 1 6 0.00000000E+00 2 0.649312735 1 0.322690815 3 3.49602588E-02 5 -4.09443723E-03 4 -4.17272141E-03 6 1.30334962E-03
 388 1 6 0.00000000E+00 2 0.553303719 1 0.376578987 3 8.43423083E-02 4 -5.25256852E-03 5 -7.93996640E-03 6 -1.03245676E-03
 389 1 6 0.00000000E+00 2 0.453680426 1 0.422328502 3 0.140470326 4 -5.98073052E-03 5 -9.53503791E-03 6 -9.63495229E-04
 390 1 6 0.00000000E+00 1 0.451706082 2 0.363552719 3 0.199706912 4 -5.92466863E-03 5 -1.07238917E-02 6 1.68286974E-03
 391 1 6 0.00000000E+00 1 0.464139700 2 0.286935329 3 0.258947939 4 -4.65946458E-03 5 -1.21528897E-02 6 6.78938860E-03
