points0.pts
zone0.inf
 152 271
 38
PP0
PP1
PP2
PP3
PP4
PP5
PP6
PP7
PP8
PP9
PP10
PP11
PP12
PP13
PP14
PP15
PP16
PP17
PP18
PP19
PP20
PP21
PP22
PP23
PP24
PP25
PP26
PP27
PP28
PP29
PP30
PP31
PP32
PP33
PP34
PP35
PP36
PP37
 6729 1 12 0.00000000E+00 8 0.398897260 7 0.308514506 6 2.22118758E-02 9 -1.67312231E-02 5 5.97443543E-02 12 0.220665231 10 -1.27885500E-02 11 2.78891511E-02 3 1.32324630E-02 4 -3.90793793E-02 2 -2.65167048E-03 1 2.00960003E-02
 6730 1 12 0.00000000E+00 8 0.374582112 7 0.300173074 6 2.62775347E-02 9 -1.81892309E-02 5 6.54149801E-02 12 0.243004248 10 -1.31469648E-02 11 2.85785813E-02 3 1.48786120E-02 4 -4.05727625E-02 2 -3.00364196E-03 1 2.20034458E-02
 6731 1 12 0.00000000E+00 8 0.352362484 7 0.290680885 6 2.94818338E-02 9 -1.93971153E-02 5 7.05317631E-02 12 0.265359163 10 -1.33990059E-02 11 2.90951785E-02 3 1.65086668E-02 4 -4.17447910E-02 2 -3.33876442E-03 1 2.38596741E-02
 6732 1 12 0.00000000E+00 7 0.280487359 8 0.331829280 6 3.19198407E-02 9 -2.03933269E-02 5 7.50638247E-02 12 0.287703425 10 -1.35551859E-02 11 2.94550732E-02 3 1.81042496E-02 4 -4.26190458E-02 2 -3.65302153E-03 1 2.56575420E-02
 6733 1 12 0.00000000E+00 7 0.269900441 8 0.312677354 6 3.36939618E-02 9 -2.12105829E-02 5 7.90011734E-02 12 0.310012341 10 -1.36242043E-02 11 2.96719391E-02 3 1.96479131E-02 4 -4.32188697E-02 2 -3.94269405E-03 1 2.73912158E-02
 6734 1 12 0.00000000E+00 7 0.259131789 8 0.294674665 6 3.49055119E-02 12 0.332261950 9 -2.18748730E-02 5 8.23474601E-02 10 -1.36164660E-02 3 2.11256985E-02 11 2.97602210E-02 4 -4.35666405E-02 2 -4.20546811E-03 1 2.90561710E-02
 6735 1 12 0.00000000E+00 7 0.248326585 8 0.277644485 6 3.56473066E-02 12 0.354427636 9 -2.24089567E-02 5 8.51190984E-02 10 -1.35392193E-02 3 2.25250311E-02 11 2.97319125E-02 4 -4.36842069E-02 2 -4.43864428E-03 1 3.06489933E-02
 6736 1 12 0.00000000E+00 7 0.237585559 8 0.261449367 6 3.60021591E-02 12 0.376483053 5 8.73407573E-02 9 -2.28308495E-02 10 -1.34002864E-02 3 2.38361713E-02 11 2.95991916E-02 4 -4.35919054E-02 2 -4.64093639E-03 1 3.21677476E-02
 6737 1 12 0.00000000E+00 7 0.226977110 8 0.245983735 12 0.398399591 6 3.60425338E-02 5 8.90427679E-02 9 -2.31569093E-02 10 -1.32065499E-02 3 2.50515267E-02 11 2.93742567E-02 4 -4.33089808E-02 2 -4.81062941E-03 1 3.36115547E-02
 6738 1 13 0.00000000E+00 7 0.216404483 8 0.230534568 12 0.406659573 6 3.59258689E-02 5 8.96640420E-02 9 -2.36415472E-02 10 -1.31400507E-02 3 2.59113517E-02 11 2.57358607E-02 4 -4.33459133E-02 2 -5.87439025E-03 1 3.18039469E-02 13 2.33621914E-02
 6739 1 13 0.00000000E+00 7 0.206183553 8 0.216272563 12 0.427645355 6 3.55162881E-02 5 9.04087126E-02 9 -2.38225684E-02 10 -1.28625194E-02 3 2.69103870E-02 11 2.52266545E-02 4 -4.27556373E-02 2 -6.01414777E-03 1 3.29721048E-02 13 2.43192539E-02
 6848 1 11 0.00000000E+00 10 0.507029533 11 0.301475674 9 6.30005226E-02 8 -2.81283837E-02 7 2.34371913E-03 6 3.26473303E-02 4 0.115424089 5 1.78122753E-03 3 -1.79427378E-02 2 1.70574468E-02 1 5.31157805E-03
 6849 1 12 0.00000000E+00 10 0.561834812 11 0.239554942 9 8.25938657E-02 8 -2.75670998E-02 7 2.89744395E-03 6 3.37238163E-02 4 0.107078798 5 2.29918142E-03 3 -1.60819367E-02 2 1.37750087E-02 1 3.22487345E-03 12 -3.33369710E-03
 6850 1 12 0.00000000E+00 10 0.611675382 11 0.174496874 9 0.108978488 8 -2.69891508E-02 7 3.31666647E-03 6 3.47068720E-02 4 9.87121165E-02 5 2.69263354E-03 3 -1.43268313E-02 2 1.07991640E-02 1 1.39128324E-03 12 -5.45347249E-03
 6851 1 12 0.00000000E+00 10 0.647638142 11 0.112702414 9 0.144642845 8 -2.62677353E-02 7 3.69311334E-03 6 3.56324203E-02 4 9.05706808E-02 5 3.01588257E-03 3 -1.26967207E-02 2 8.18134937E-03 1 -8.57821433E-05 12 -7.02657597E-03
 6852 1 12 0.00000000E+00 10 0.660445750 11 6.10438213E-02 9 0.191914052 8 -2.54698489E-02 7 4.02284088E-03 6 3.65310386E-02 4 8.28992799E-02 5 3.25403921E-03 3 -1.12321721E-02 2 5.93960518E-03 1 -1.23480172E-03 12 -8.11360404E-03
 6853 1 12 0.00000000E+00 10 0.644854307 9 0.251778185 11 2.38601360E-02 8 -2.46128254E-02 7 4.32638824E-03 6 3.73743251E-02 4 7.57790580E-02 5 3.39444424E-03 3 -9.94606595E-03 2 4.07415163E-03 1 -2.09163525E-03 12 -8.79046321E-03
 6854 1 12 0.00000000E+00 10 0.602347195 9 0.323192656 11 9.75856499E-04 8 -2.36290339E-02 7 4.65640007E-03 6 3.80443670E-02 4 6.90534636E-02 5 3.42576765E-03 3 -8.81191902E-03 2 2.56499019E-03 1 -2.68915575E-03 12 -9.13059153E-03
 6855 1 12 0.00000000E+00 10 0.539058626 9 0.403758198 11 -1.09869223E-02 8 -2.23757848E-02 7 5.08098304E-03 6 3.83550264E-02 5 3.34014324E-03 4 6.24186508E-02 3 -7.77938031E-03 2 1.38266210E-03 1 -3.05564655E-03 12 -9.19655897E-03
 6856 1 12 0.00000000E+00 9 0.490875065 10 0.461845398 11 -1.59752704E-02 8 -2.06587072E-02 7 5.66320261E-03 6 3.80957909E-02 5 3.13207577E-03 4 5.55757284E-02 3 -6.79597724E-03 2 4.96110704E-04 1 -3.21436464E-03 12 -9.03907791E-03
 6857 1 12 0.00000000E+00 9 0.582301080 10 0.376161039 11 -1.70433372E-02 8 -1.82158146E-02 7 6.44736411E-03 6 3.70588861E-02 5 2.80170981E-03 4 4.83167507E-02 3 -5.82248531E-03 2 -1.22368350E-04 1 -3.18544381E-03 12 -8.69739521E-03
 6858 1 12 0.00000000E+00 9 0.675979733 10 0.285896331 11 -1.61525700E-02 8 -1.46202538E-02 7 7.45757902E-03 6 3.50601189E-02 5 2.35360465E-03 4 4.05437425E-02 3 -4.83366335E-03 2 -4.97826491E-04 1 -2.98813172E-03 12 -8.19868501E-03
 6859 1 12 0.00000000E+00 9 0.769040763 10 0.194216922 8 -8.93129688E-03 11 -1.44306403E-02 7 8.70387349E-03 6 3.19999978E-02 5 1.79130875E-03 4 3.22901718E-02 3 -3.82365566E-03 2 -6.57016761E-04 1 -2.64494377E-03 12 -7.55547686E-03
 6860 1 12 0.00000000E+00 9 0.853696287 10 0.105913624 8 1.86220231E-03 11 -1.24016646E-02 7 1.02484729E-02 6 2.81484723E-02 5 1.08452805E-03 4 2.38815788E-02 3 -2.83424743E-03 2 -6.47834851E-04 1 -2.20032013E-03 12 -6.75111124E-03
 6861 1 12 0.00000000E+00 9 0.898004055 10 3.68506536E-02 8 3.03259883E-02 7 1.25484234E-02 11 -9.86100454E-03 6 2.55559776E-02 5 -1.16266438E-05 4 1.67886335E-02 3 -2.10770755E-03 2 -6.16329373E-04 1 -1.81097363E-03 12 -5.66611020E-03
 6862 1 12 0.00000000E+00 9 0.857879817 8 9.38696265E-02 10 8.42252094E-03 7 1.62051991E-02 11 -6.21884177E-03 6 2.71747187E-02 5 -1.83915230E-03 4 1.30670043E-02 3 -1.98709546E-03 2 -7.59421557E-04 1 -1.68968330E-03 12 -4.12470568E-03
 6874 1 12 0.00000000E+00 8 0.732051253 7 0.162185326 9 3.36463973E-02 6 -2.58555487E-02 5 1.16826585E-02 10 -6.64791884E-03 11 2.22680029E-02 4 -1.99894402E-02 3 2.92546116E-03 12 8.09265077E-02 2 -1.77038804E-04 1 6.98434142E-03
 6875 1 12 0.00000000E+00 8 0.669258118 7 0.207093373 6 -2.28152629E-02 9 2.31359620E-02 5 1.70600004E-02 10 -7.76573410E-03 11 2.44159475E-02 4 -2.34812107E-02 3 3.96466302E-03 12 0.100800239 2 -3.80243582E-04 1 8.71415623E-03
 6876 1 12 0.00000000E+00 8 0.613103569 7 0.239414707 6 -1.78413447E-02 9 1.52297253E-02 5 2.28995718E-02 10 -8.80779698E-03 11 2.62809917E-02 12 0.121455982 4 -2.67197508E-02 3 5.11119142E-03 2 -6.28761074E-04 1 1.05019268E-02
 6877 1 12 0.00000000E+00 8 0.564104140 7 0.260785460 6 -1.18135521E-02 9 9.02138744E-03 5 2.90178172E-02 10 -9.74254403E-03 11 2.78614406E-02 12 0.142658085 4 -2.96582356E-02 3 6.35411171E-03 2 -9.10495117E-04 1 1.23223914E-02
 6878 1 12 0.00000000E+00 8 0.521498799 7 0.273496449 6 -5.45504875E-03 9 4.01274301E-03 5 3.52322310E-02 10 -1.05576133E-02 11 2.91742012E-02 12 0.164251998 3 7.67943403E-03 4 -3.22730914E-02 2 -1.21521333E-03 1 1.41551057E-02
 6879 1 12 0.00000000E+00 8 0.484231442 7 0.279680192 6 7.24699988E-04 9 -9.97358075E-05 5 4.13791090E-02 10 -1.12493755E-02 12 0.186129898 11 3.02403402E-02 3 9.06982552E-03 4 -3.45561430E-02 2 -1.53343659E-03 1 1.59831960E-02
 6880 1 12 0.00000000E+00 8 0.451301843 7 0.281076282 6 6.40990864E-03 9 -3.51602118E-03 5 4.73203026E-02 10 -1.18205342E-02 12 0.208213747 11 3.10818311E-02 3 1.05070965E-02 4 -3.65097448E-02 2 -1.85708411E-03 1 1.77923720E-02
 6881 1 12 0.00000000E+00 8 0.421870828 7 0.279016852 6 1.14354417E-02 9 -6.37644669E-03 5 5.29457144E-02 12 0.230445310 10 -1.22774150E-02 11 3.17195393E-02 3 1.19721163E-02 4 -3.81430909E-02 2 -2.17952649E-03 1 1.95706766E-02
 6882 1 12 0.00000000E+00 8 0.395265251 7 0.274495214 6 1.57389697E-02 9 -8.78453534E-03 5 5.81722334E-02 12 0.252779454 10 -1.26264039E-02 11 3.21711302E-02 3 1.34456251E-02 4 -3.94703113E-02 2 -2.49489443E-03 1 2.13082507E-02
 6883 1 12 0.00000000E+00 8 0.370958239 7 0.268236816 6 1.93263367E-02 9 -1.08184218E-02 5 6.29400536E-02 12 0.275180012 10 -1.28763709E-02 11 3.24534439E-02 3 1.49099883E-02 4 -4.05080952E-02 2 -2.79814075E-03 1 2.29961295E-02
 6884 1 12 0.00000000E+00 8 0.348538518 7 0.260772288 6 2.22399328E-02 9 -1.25405621E-02 5 6.72120899E-02 12 0.297616184 10 -1.30352248E-02 11 3.25815380E-02 3 1.63480286E-02 4 -4.12744507E-02 2 -3.08550266E-03 1 2.46271882E-02
 6885 1 12 0.00000000E+00 8 0.327684820 7 0.252486438 6 2.45438702E-02 9 -1.39997546E-02 12 0.320060670 5 7.09681958E-02 10 -1.31111164E-02 11 3.25688571E-02 3 1.77441910E-02 4 -4.17882390E-02 2 -3.35318595E-03 1 2.61952560E-02
 6886 1 12 0.00000000E+00 8 0.308146626 7 0.243659362 6 2.63098534E-02 12 0.342487454 9 -1.52362036E-02 5 7.42024332E-02 10 -1.31123858E-02 11 3.24286781E-02 3 1.90850813E-02 4 -4.20679674E-02 2 -3.59857013E-03 1 2.76956186E-02
 6887 1 12 0.00000000E+00 8 0.289727420 7 0.234494284 6 2.76100747E-02 12 0.364870846 9 -1.62826739E-02 5 7.69212767E-02 10 -1.30456006E-02 11 3.21721658E-02 3 2.03589760E-02 4 -4.21321429E-02 2 -3.81935947E-03 1 2.91247535E-02
 6888 1 12 0.00000000E+00 7 0.225141928 8 0.272270203 6 2.85128113E-02 12 0.387184024 9 -1.71659980E-02 5 7.91392922E-02 10 -1.29184192E-02 3 2.15562023E-02 11 3.18116359E-02 4 -4.19984199E-02 2 -4.01370227E-03 1 3.04804277E-02
 6889 1 13 0.00000000E+00 7 0.215574518 8 0.255060643 12 0.396720260 6 2.91711874E-02 9 -1.81366205E-02 5 8.03181827E-02 10 -1.29018482E-02 3 2.24303827E-02 11 2.82245986E-02 4 -4.21465673E-02 2 -5.05212508E-03 1 2.87743118E-02 13 2.19630655E-02
 6890 1 13 0.00000000E+00 7 0.206141129 8 0.239165649 12 0.418387920 6 2.94636879E-02 5 8.15859511E-02 9 -1.87661275E-02 10 -1.26769682E-02 3 2.34454982E-02 11 2.75873318E-02 4 -4.16826047E-02 2 -5.21806721E-03 1 2.98840590E-02 13 2.26825364E-02
 6891 1 13 0.00000000E+00 7 0.196770534 12 0.439876378 8 0.223934919 6 2.95259301E-02 5 8.24303031E-02 9 -1.92907322E-02 10 -1.24093527E-02 3 2.43667290E-02 11 2.68782247E-02 4 -4.10701409E-02 2 -5.35456976E-03 1 3.09192743E-02 13 2.34225318E-02
 6892 1 13 0.00000000E+00 12 0.461131871 7 0.187508166 8 0.209307224 6 2.94004828E-02 5 8.28827769E-02 9 -1.97237376E-02 10 -1.21041806E-02 3 2.51915697E-02 11 2.61066575E-02 4 -4.03243341E-02 2 -5.46159921E-03 1 3.18809450E-02 13 2.42041573E-02
 6999 1 11 0.00000000E+00 10 0.445146680 11 0.405487448 9 3.09425779E-02 8 -2.46595982E-02 7 2.21267762E-03 6 2.58600656E-02 4 0.103940718 5 1.21781253E-03 3 -1.68769173E-02 2 1.84270032E-02 1 8.30152445E-03
 7000 1 11 0.00000000E+00 10 0.509222686 11 0.344198257 9 4.19934541E-02 8 -2.52372436E-02 7 2.05745036E-03 6 2.63487417E-02 4 9.52555016E-02 5 1.23421254E-03 3 -1.51040247E-02 2 1.48622859E-02 1 5.16870851E-03
 7001 1 12 0.00000000E+00 10 0.579586864 11 0.272080213 9 5.72385304E-02 8 -2.44467575E-02 7 2.41734623E-03 6 2.65977643E-02 4 8.62004086E-02 5 1.58870372E-03 3 -1.32177304E-02 2 1.17107620E-02 1 3.06690368E-03 12 -2.82300217E-03
 7002 1 12 0.00000000E+00 10 0.649139285 11 0.192899704 9 7.89670795E-02 8 -2.34582927E-02 7 2.65018572E-03 6 2.66393386E-02 4 7.71810412E-02 5 1.85534440E-03 3 -1.14322929E-02 2 8.90711881E-03 1 1.34050113E-03 12 -4.68902895E-03
 7003 1 12 0.00000000E+00 10 0.704666197 11 0.116022386 9 0.110851876 8 -2.23110020E-02 7 2.75941170E-03 6 2.65549403E-02 4 6.86003044E-02 5 2.05108197E-03 3 -9.80430562E-03 2 6.49298588E-03 1 1.54986064E-05 12 -5.89939347E-03
 7004 1 12 0.00000000E+00 10 0.729386330 11 5.37138171E-02 9 0.157229200 8 -2.11659744E-02 7 2.70747300E-03 6 2.64530126E-02 4 6.09357469E-02 5 2.16678041E-03 3 -8.40620697E-03 2 4.48858133E-03 1 -9.57874465E-04 12 -6.55088713E-03
 7006 1 12 0.00000000E+00 10 0.661132872 9 0.297832429 11 -5.61599806E-03 8 -1.90734789E-02 7 2.16894643E-03 6 2.61106044E-02 4 4.86615375E-02 5 2.13701045E-03 3 -6.33138185E-03 2 1.65185158E-03 1 -2.06174748E-03 12 -6.61266083E-03
 7007 1 12 0.00000000E+00 10 0.585358918 9 0.385623991 11 -1.23057151E-02 8 -1.78884249E-02 7 1.82780728E-03 6 2.54588127E-02 5 1.98936486E-03 4 4.31719534E-02 3 -5.50718373E-03 2 7.29513820E-04 1 -2.26819259E-03 12 -6.19083457E-03
 7008 1 12 0.00000000E+00 9 0.480049372 10 0.496513993 11 -1.26008336E-02 8 -1.63971670E-02 7 1.52755494E-03 6 2.41469145E-02 5 1.75784435E-03 4 3.74675021E-02 3 -4.71581938E-03 2 7.67482125E-05 1 -2.27959594E-03 12 -5.54651162E-03
 7009 1 12 0.00000000E+00 9 0.578864813 10 0.400975138 11 -1.02534778E-02 8 -1.44693768E-02 7 1.29091367E-03 6 2.19467618E-02 5 1.45219313E-03 4 3.12745087E-02 3 -3.90656991E-03 2 -3.37324454E-04 1 -2.11639004E-03 12 -4.72117309E-03
 7010 1 12 0.00000000E+00 9 0.680803895 10 0.302170277 11 -7.15707196E-03 8 -1.19873760E-02 7 1.10011175E-03 6 1.86446216E-02 5 1.08975486E-03 4 2.44567990E-02 3 -3.04761995E-03 2 -5.34929102E-04 1 -1.79530296E-03 12 -3.74315633E-03
 7011 1 12 0.00000000E+00 9 0.785178006 10 0.201875180 11 -4.19792719E-03 8 -8.83422699E-03 7 8.99260456E-04 6 1.40282335E-02 5 6.97850832E-04 4 1.69649199E-02 3 -2.11920380E-03 2 -5.34348888E-04 1 -1.32906158E-03 12 -2.62868055E-03
 7012 1 12 0.00000000E+00 9 0.891629398 10 0.101000689 8 -4.88408282E-03 11 -1.76417595E-03 7 5.85514295E-04 6 7.88419880E-03 5 3.16285965E-04 4 8.80079716E-03 3 -1.10689958E-03 2 -3.50835151E-04 1 -7.28047278E-04 12 -1.38281414E-03
 7013 1 12 0.00000000E+00 9 1.00000000 10 0.00000000E+00 8 0.00000000E+00 7 0.00000000E+00 11 0.00000000E+00 6 0.00000000E+00 5 0.00000000E+00 4 0.00000000E+00 3 0.00000000E+00 2 0.00000000E+00 1 0.00000000E+00 12 0.00000000E+00
 7014 1 12 0.00000000E+00 9 0.901585102 8 8.75019878E-02 10 -1.47507479E-03 7 2.84636021E-03 11 4.71447781E-03 6 5.49520133E-03 5 -2.16666190E-03 4 1.06615946E-04 3 -4.78095753E-04 2 -3.43957596E-04 1 -1.25660867E-04 12 2.33971840E-03
 7027 1 12 0.00000000E+00 8 0.678094566 7 0.162743360 9 4.73871864E-02 6 -2.78532561E-02 5 1.49557088E-02 10 -7.47639313E-03 11 3.09045296E-02 4 -2.48697083E-02 12 0.113143153 3 3.75467027E-03 2 -1.81226744E-04 1 9.39742569E-03
 7028 1 12 0.00000000E+00 8 0.628660560 7 0.194378510 9 3.58871184E-02 6 -2.38863472E-02 5 2.00921781E-02 10 -8.40662885E-03 11 3.22971791E-02 12 0.133164033 4 -2.75745373E-02 3 4.76360228E-03 2 -3.83331615E-04 1 1.10076470E-02
 7029 1 12 0.00000000E+00 8 0.582857430 7 0.217750639 6 -1.88877992E-02 9 2.68874262E-02 5 2.54853237E-02 10 -9.26395878E-03 11 3.34683321E-02 12 0.153870493 4 -3.00608147E-02 3 5.85867278E-03 2 -6.18092716E-04 1 1.26523701E-02
 7030 1 12 0.00000000E+00 8 0.541317642 7 0.233783349 6 -1.33979041E-02 9 1.96639616E-02 5 3.09926607E-02 10 -1.00264959E-02 11 3.44154574E-02 12 0.175083101 3 7.02861091E-03 4 -3.22953723E-02 2 -8.76183214E-04 1 1.43111888E-02
 7031 1 12 0.00000000E+00 8 0.503896296 7 0.243760899 6 -7.84653798E-03 9 1.37553355E-02 5 3.64799201E-02 10 -1.06852306E-02 12 0.196675360 11 3.51478010E-02 3 8.25887546E-03 4 -3.42602916E-02 2 -1.14993646E-03 1 1.59675106E-02
 7032 1 12 0.00000000E+00 8 0.470152527 7 0.248947456 6 -2.53678765E-03 9 8.85392353E-03 5 4.18274030E-02 10 -1.12377824E-02 12 0.218555152 11 3.56784910E-02 3 9.53418296E-03 4 -3.59492190E-02 2 -1.43218762E-03 1 1.76068451E-02
 7033 1 12 0.00000000E+00 8 0.439578295 7 0.250436336 6 2.34100036E-03 9 4.74474486E-03 5 4.69358750E-02 12 0.240653485 10 -1.16863325E-02 11 3.60222086E-02 3 1.08373789E-02 4 -3.73636745E-02 2 -1.71663426E-03 1 1.92173123E-02
 7034 1 12 0.00000000E+00 8 0.411692202 7 0.249118060 6 6.68535382E-03 9 1.27190095E-03 5 5.17251492E-02 12 0.262917072 10 -1.20352125E-02 11 3.61931399E-02 3 1.21524818E-02 4 -3.85105610E-02 2 -1.99783128E-03 1 2.07882561E-02
 7035 1 12 0.00000000E+00 8 0.386073947 7 0.245693564 6 1.04573863E-02 9 -1.68104237E-03 5 5.61358407E-02 12 0.285303503 10 -1.22902188E-02 11 3.62046733E-02 3 1.34629961E-02 4 -3.94004844E-02 2 -2.27115792E-03 1 2.23110132E-02
 7036 1 12 0.00000000E+00 8 0.362369627 7 0.240705222 6 1.36605715E-02 9 -4.20394354E-03 12 0.307777673 5 6.01265207E-02 10 -1.24582816E-02 11 3.60699333E-02 3 1.47535978E-02 4 -4.00460474E-02 2 -2.53283093E-03 1 2.37779673E-02
 7037 1 12 0.00000000E+00 8 0.340288520 7 0.234566882 6 1.63251981E-02 9 -6.36711996E-03 12 0.330308855 5 6.36710227E-02 10 -1.25462590E-02 11 3.58007140E-02 3 1.60103813E-02 4 -4.04616296E-02 2 -2.77936785E-03 1 2.51828134E-02
 7038 1 12 0.00000000E+00 8 0.319592118 7 0.227594316 6 1.84961092E-02 12 0.352869093 9 -8.22648872E-03 5 6.67567924E-02 10 -1.25610223E-02 11 3.54081430E-02 3 1.72205940E-02 4 -4.06622142E-02 2 -3.00822733E-03 1 2.65207738E-02
 7039 1 12 0.00000000E+00 8 0.300086409 7 0.220028460 6 2.02247426E-02 12 0.375431418 9 -9.82831419E-03 5 6.93816170E-02 10 -1.25086727E-02 11 3.49028334E-02 3 1.83735061E-02 4 -4.06627432E-02 2 -3.21693113E-03 1 2.77876798E-02
 7040 1 12 0.00000000E+00 8 0.281614065 7 0.212051585 12 0.397968382 6 2.15642899E-02 9 -1.12095475E-02 5 7.15529099E-02 10 -1.23962387E-02 11 3.42957154E-02 3 1.94594488E-02 4 -4.04782370E-02 2 -3.40362173E-03 1 2.89812591E-02
 7041 1 13 0.00000000E+00 8 0.263461590 7 0.203669310 12 0.407916516 6 2.26552729E-02 9 -1.26259048E-02 5 7.27307722E-02 10 -1.23923328E-02 11 3.04985549E-02 3 2.02348549E-02 4 -4.05810140E-02 2 -4.42880020E-03 1 2.71466821E-02 13 2.17144862E-02
 7042 1 13 0.00000000E+00 8 0.246682212 7 0.195255399 12 0.430016160 6 2.33688299E-02 9 -1.36588747E-02 5 7.40290061E-02 10 -1.21806692E-02 3 2.11606715E-02 11 2.96457913E-02 4 -4.00811322E-02 2 -4.58741887E-03 1 2.81213038E-02 13 2.22287122E-02
 7043 1 13 0.00000000E+00 12 0.451990962 8 0.230621755 7 0.186760187 6 2.38363985E-02 9 -1.45498263E-02 5 7.49299899E-02 10 -1.19252251E-02 3 2.20022500E-02 11 2.87225507E-02 4 -3.94394770E-02 2 -4.72004060E-03 1 2.90225372E-02 13 2.27479246E-02
 7044 1 13 0.00000000E+00 12 0.473788261 7 0.178249612 8 0.215212151 6 2.40964685E-02 9 -1.53167155E-02 5 7.54594207E-02 10 -1.16313454E-02 3 2.27566604E-02 11 2.77380738E-02 4 -3.86695489E-02 2 -4.82662860E-03 1 2.98512671E-02 13 2.32923180E-02
 7047 1 13 0.00000000E+00 12 0.537442088 7 0.153089792 8 0.172423661 6 2.39537619E-02 5 7.51025453E-02 9 -1.70180984E-02 10 -1.05645033E-02 3 2.44938582E-02 11 2.45161038E-02 4 -3.57243977E-02 13 2.53468733E-02 2 -4.99000540E-03 1 3.19283083E-02
 7150 1 11 0.00000000E+00 11 0.514809012 10 0.362362653 9 9.22360178E-03 8 -2.07337141E-02 7 2.31588585E-03 6 2.04524547E-02 4 9.47421938E-02 5 1.01493730E-03 3 -1.59941595E-02 2 1.99687090E-02 1 1.18384287E-02
 7151 1 11 0.00000000E+00 10 0.421020806 11 0.466610909 9 1.44654792E-02 8 -2.16112901E-02 7 2.02953373E-03 6 2.06354801E-02 4 8.58220980E-02 5 8.94671539E-04 3 -1.41977509E-02 2 1.61902923E-02 1 8.13978538E-03
 7152 1 12 0.00000000E+00 10 0.494047791 11 0.401470304 9 2.14727372E-02 8 -2.19247229E-02 7 1.77088589E-03 6 2.04969216E-02 4 7.64395371E-02 5 7.95855653E-04 3 -1.23777585E-02 2 1.26985619E-02 1 4.93882457E-03 12 1.71047810E-04
 7153 1 12 0.00000000E+00 10 0.581244111 11 0.318751574 9 3.13514285E-02 8 -2.07507703E-02 7 1.98148191E-03 6 1.99848022E-02 4 6.66544065E-02 5 1.02147227E-03 3 -1.04463408E-02 2 9.65191238E-03 1 2.82770954E-03 12 -2.27180868E-03
 7154 1 12 0.00000000E+00 10 0.676653743 11 0.221290767 9 4.62101996E-02 8 -1.91444196E-02 7 2.06333445E-03 6 1.91171896E-02 4 5.68548180E-02 5 1.18179992E-03 3 -8.60311091E-03 2 6.99804630E-03 1 1.21829298E-03 12 -3.84066463E-03
 7155 1 12 0.00000000E+00 10 0.762866795 11 0.121485673 9 7.07743615E-02 8 -1.72660537E-02 7 1.95978489E-03 6 1.80224385E-02 4 4.75792773E-02 5 1.26945809E-03 3 -6.93240995E-03 2 4.76860395E-03 1 7.52791166E-05 12 -4.60323459E-03
 7156 1 12 0.00000000E+00 10 0.807569265 11 4.27092053E-02 9 0.113528199 8 -1.54425316E-02 7 1.57025340E-03 6 1.69847738E-02 4 3.97990793E-02 5 1.28004234E-03 3 -5.57885505E-03 2 2.99336109E-03 1 -6.89275097E-04 12 -4.72353538E-03
 7159 1 12 0.00000000E+00 10 0.626433551 9 0.359205931 11 -6.93571987E-03 8 -1.07408194E-02 7 -1.16393738E-03 6 1.40746916E-02 5 8.69302428E-04 4 2.57757530E-02 3 -3.38957761E-03 2 6.43167950E-05 1 -1.46541593E-03 12 -2.72810925E-03
 7160 1 12 0.00000000E+00 10 0.526462495 9 0.458155066 11 -1.90485164E-03 8 -8.53211246E-03 7 -2.22186022E-03 6 1.21141765E-02 5 6.07282564E-04 4 2.13925317E-02 3 -2.82162009E-03 2 -3.66931141E-04 1 -1.33779692E-03 12 -1.54640281E-03
 7161 1 12 0.00000000E+00 9 0.559391439 10 0.424033999 11 3.47701274E-03 8 -5.58527885E-03 7 -3.28200776E-03 6 9.28317569E-03 5 2.98546249E-04 4 1.64389275E-02 3 -2.21006293E-03 2 -6.00777217E-04 1 -1.05903822E-03 12 -1.85910030E-04
 7162 1 12 0.00000000E+00 9 0.661266506 10 0.321753263 11 8.11593980E-03 8 -1.52854680E-03 7 -4.36389772E-03 6 5.46001270E-03 5 -4.31281551E-05 4 1.08536500E-02 3 -1.53623428E-03 2 -6.60139311E-04 1 -6.49343652E-04 12 1.33190874E-03
 7163 1 12 0.00000000E+00 9 0.761360645 10 0.221459210 11 1.17471069E-02 8 4.50265454E-03 7 -5.50029473E-03 6 6.24960521E-04 5 -4.07964078E-04 4 4.70933504E-03 3 -8.02648894E-04 2 -5.67427021E-04 1 -1.30508750E-04 12 3.00491508E-03
 7164 1 12 0.00000000E+00 9 0.852265596 10 0.126923218 8 1.54110286E-02 11 1.44883683E-02 7 -6.65998366E-03 6 -4.85459389E-03 5 -8.26052739E-04 4 -1.64277537E-03 3 -5.84520421E-05 2 -3.64902109E-04 1 4.54600842E-04 12 4.86391876E-03
 7165 1 12 0.00000000E+00 9 0.902345181 10 5.32887392E-02 8 4.36076783E-02 11 1.69817358E-02 7 -7.39365723E-03 6 -8.81357770E-03 5 -1.54792436E-03 4 -6.71990821E-03 3 4.47638449E-04 2 -1.93503787E-04 1 9.51918482E-04 12 7.04565225E-03
 7166 1 12 0.00000000E+00 9 0.867772818 8 0.106271788 10 2.14493591E-02 7 -7.06244772E-03 11 2.01092195E-02 6 -8.16507265E-03 5 -2.92888773E-03 4 -8.46673362E-03 3 3.65826272E-04 2 -2.43988630E-04 1 1.15143729E-03 12 9.74668004E-03
